sample,mass,salinity,Sample.ID,Type, Notes
20190723_34,59.7706,29.05,34,tank,
20190723_31,59.9248,29.06,31,tank,
20190723_22,59.9953,28.98,22,tank,
20190723_8,59.9847,29.03,8,tank,
20190723_19,59.8051,29.05,19,tank,
20190723_24,59.7731,29.04,24,tank,
20190723_36,59.0324,29.04,36,tank,
20190723_1,59.7375,28.82,1,tank,
20190723_3,59.5205,28.99,3,tank,
