"Sample.ID","TA","Mass"
"20190723_34",2043.38000273543,59.7706
"20190723_31",2033.82918690849,59.9248
"20190723_22",2033.36193498088,59.9953
"20190723_8",2031.59356370058,59.9847
"20190723_19",2030.06148208853,59.8051
"20190723_24",2033.45058528047,59.7731
"20190723_36",2033.40360449741,59.0324
"20190723_1",2032.80837560301,59.7375
"20190723_3",2031.21565588647,59.5205
