sample,mass,salinity,Sample.ID,Type, Notes
20190806_2,59.7467,28.98,2,tank,
20190806_5,59.6238,29.07,5,tank,
20190806_12,59.7958,29.08,12,tank,
20190806_13,59.9164,29.1,13,tank,
20190806_18,59.7773,28.97,18,tank,
20190806_19,59.7617,29.15,19,tank,
20190806_26,59.796,29.02,26,tank,
20190806_28,59.8391,29.06,28,tank,
20190806_34,59.0441,29.11,34,tank,
