sample,mass,salinity,Sample.ID,Type, Notes
20190724_18,59.6842,29.09,18,tank,
20190724_14,59.9204,29.09,14,tank,
20190724_11,59.7889,29.08,11,tank,
20190724_25,59.2988,29.12,25,tank,
20190724_23,59.486,29.09,23,tank,
20190724_32,59.7876,29.1,32,tank,
20190724_35,59.7626,29.09,35,tank,
20190724_4,59.2712,29.04,4,tank,
20190724_10,59.8742,29.07,10,tank,
