sample,mass,salinity,Sample.ID,Type, Notes
20190725_5,59.6037,29.01,5,tank,
20190725_7,59.4115,29.14,7,tank,
20190725_12,59.8905,29.15,12,tank,
20190725_17,59.9182,29.15,17,tank,
20190725_20,59.5904,29.14,20,tank,
20190725_21,59.7252,29.15,21,tank,
20190725_27,59.9515,29.16,27,tank,
20190725_28,59.7991,29.14,28,tank,
20190725_30,59.9995,29.13,30,tank,
