sample,mass,salinity,Sample.ID,Type, Notes
20190725_JUNK,59.8781,28,JUNK,JUNK,
20190725_CRM1,59.0951,33.623,CRM1,CRM,Bottle #180-0701; TA = 2224.47
20190725_CRM2,59.0267,33.623,CRM2,CRM,Bottle #180-0701; TA = 2224.47
