"","Date.Time","TMP_T0","pH_T0","TMP_T4","pH_T4","TMP_T6","pH_T6","TMP_T5","pH_T5","TMP_T1","pH_T1","TMP_T7","pH_T7","TMP_T3","pH_T3","TMP_T2","pH_T2"
"4",2019-04-19 00:00:00,"-7.7","3.91","-7.6","4.66","13.9","7.20","13.3","7.11","-7.7","5.90","13.6","7.90","-7.8","3.90","-7.8","1.56"
"5",2019-04-19 00:10:00,"-7.7","3.91","-7.6","4.66","13.9","7.20","13.3","7.09","-7.7","5.94","13.6","7.90","-7.8","3.90","-7.8","1.56"
"6",2019-04-19 00:20:00,"-7.7","3.91","-7.6","4.66","13.8","7.20","13.3","7.07","-7.7","5.99","13.6","7.90","-7.8","3.90","-7.8","1.56"
"7",2019-04-19 00:30:00,"-7.7","3.91","-7.6","4.67","13.8","7.20","13.3","7.07","-7.7","6.04","13.6","7.90","-7.8","3.90","-7.8","1.56"
"8",2019-04-19 00:40:00,"-7.7","3.91","-7.6","4.67","13.8","7.21","13.3","7.11","-7.7","6.09","13.6","7.90","-7.8","3.90","-7.8","1.56"
"9",2019-04-19 00:50:00,"-7.7","3.90","-7.6","4.67","13.8","7.20","13.3","7.09","-7.7","6.13","13.6","7.90","-7.8","3.90","-7.8","1.56"
"10",2019-04-19 01:00:00,"-7.7","3.90","-7.6","4.68","13.8","7.20","13.3","7.08","-7.7","6.18","13.6","7.90","-7.8","3.90","-7.8","1.56"
"11",2019-04-19 01:10:00,"-7.7","3.90","-7.6","4.68","13.8","7.20","13.3","7.07","-7.7","6.21","13.6","7.90","-7.8","3.90","-7.8","1.56"
"12",2019-04-19 01:20:00,"-7.7","3.90","-7.6","4.68","13.8","7.20","13.3","7.07","-7.7","6.25","13.6","7.90","-7.8","3.90","-7.8","1.56"
"13",2019-04-19 01:30:00,"-7.7","3.90","-7.6","4.68","13.7","7.21","13.3","7.09","-7.7","6.30","13.6","7.90","-7.8","3.90","-7.8","1.56"
"14",2019-04-19 01:40:00,"-7.7","3.90","-7.6","4.69","13.7","7.21","13.3","7.09","-7.7","6.33","13.6","7.90","-7.8","3.90","-7.8","1.56"
"15",2019-04-19 01:50:00,"-7.7","3.90","-7.6","4.69","13.7","7.20","13.3","7.08","-7.7","6.37","13.5","7.90","-7.8","3.90","-7.8","1.56"
"16",2019-04-19 02:00:00,"-7.7","3.90","-7.6","4.70","13.7","7.21","13.3","7.08","-7.7","6.41","13.5","7.89","-7.8","3.91","-7.8","1.56"
"17",2019-04-19 02:10:00,"-7.7","3.90","-7.6","4.70","13.7","7.21","13.3","7.07","-7.7","6.44","13.5","7.89","-7.8","3.91","-7.8","1.56"
"18",2019-04-19 02:20:00,"-7.7","3.90","-7.6","4.70","13.7","7.20","13.3","7.07","-7.7","6.48","13.6","7.89","-7.8","3.91","-7.8","1.56"
"19",2019-04-19 02:30:00,"-7.7","3.90","-7.6","4.71","13.7","7.21","13.3","7.09","-7.7","6.51","13.5","7.89","-7.8","3.91","-7.8","1.56"
"20",2019-04-19 02:40:00,"-7.7","3.89","-7.6","4.71","13.7","7.21","13.3","7.09","-7.7","6.54","13.5","7.89","-7.8","3.91","-7.8","1.56"
"21",2019-04-19 02:50:00,"-7.7","3.89","-7.6","4.72","13.7","7.20","13.3","7.08","-7.7","6.58","13.5","7.89","-7.8","3.91","-7.8","1.56"
"22",2019-04-19 03:00:00,"-7.7","3.89","-7.6","4.72","13.7","7.20","13.3","7.07","-7.7","6.61","13.6","7.89","-7.8","3.91","-7.8","1.56"
"23",2019-04-19 03:10:00,"-7.7","3.89","-7.6","4.73","13.7","7.21","13.3","7.07","-7.7","6.64","13.5","7.89","-7.8","3.91","-7.8","1.56"
"24",2019-04-19 03:20:00,"-7.7","3.89","-7.6","4.73","13.7","7.21","13.3","7.11","-7.7","6.68","13.5","7.89","-7.8","3.91","-7.7","1.56"
"25",2019-04-19 03:30:00,"-7.7","3.89","-7.6","4.73","13.7","7.20","13.3","7.09","-7.7","6.70","13.6","7.89","-7.8","3.90","-7.7","1.56"
"26",2019-04-19 03:40:00,"-7.7","3.89","-7.6","4.73","13.7","7.20","13.3","7.07","-7.7","6.73","13.6","7.89","-7.8","3.88","-7.7","1.56"
"27",2019-04-19 03:50:00,"-7.7","3.89","-7.6","4.74","13.7","7.20","13.3","7.07","-7.7","6.76","13.6","7.89","-7.8","3.88","-7.7","1.56"
"28",2019-04-19 04:00:00,"-7.7","3.89","-7.6","4.74","13.7","7.20","13.3","7.11","-7.7","6.79","13.6","7.89","-7.8","3.87","-7.7","1.56"
"29",2019-04-19 04:10:00,"-7.7","3.89","-7.6","4.74","13.7","7.20","13.3","7.09","-7.7","6.81","13.6","7.89","-7.8","3.87","-7.7","1.56"
"30",2019-04-19 04:20:00,"-7.7","3.89","-7.6","4.75","13.7","7.20","13.3","7.07","-7.7","6.84","13.6","7.89","-7.8","3.86","-7.7","1.56"
"31",2019-04-19 04:30:00,"-7.7","3.89","-7.6","4.75","13.7","7.20","13.3","7.07","-7.7","6.86","13.6","7.89","-7.8","3.86","-7.7","1.56"
"32",2019-04-19 04:40:00,"-7.7","3.89","-7.6","4.75","13.7","7.20","13.3","7.11","-7.7","6.89","13.6","7.89","-7.8","3.85","-7.7","1.56"
"33",2019-04-19 04:50:00,"-7.7","3.89","-7.6","4.75","13.7","7.20","13.3","7.09","-7.7","6.92","13.6","7.89","-7.8","3.85","-7.7","1.56"
"34",2019-04-19 05:00:00,"-7.7","3.89","-7.6","4.75","13.7","7.20","13.3","7.07","-7.7","6.94","13.6","7.89","-7.8","3.85","-7.7","1.56"
"35",2019-04-19 05:10:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","6.96","13.6","7.88","-7.8","3.84","-7.7","1.56"
"36",2019-04-19 05:20:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.09","-7.7","6.99","13.6","7.88","-7.8","3.83","-7.7","1.56"
"37",2019-04-19 05:30:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.11","-7.7","7.01","13.6","7.88","-7.8","3.83","-7.7","1.56"
"38",2019-04-19 05:40:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.09","-7.7","7.02","13.6","7.88","-7.8","3.82","-7.7","1.56"
"39",2019-04-19 05:50:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.04","13.6","7.89","-7.8","3.81","-7.7","1.56"
"40",2019-04-19 06:00:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.06","13.6","7.89","-7.8","3.80","-7.7","1.56"
"41",2019-04-19 06:10:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.08","13.6","7.89","-7.8","3.79","-7.7","1.56"
"42",2019-04-19 06:20:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.09","-7.7","7.10","13.6","7.89","-7.8","3.78","-7.7","1.56"
"43",2019-04-19 06:30:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.12","13.6","7.89","-7.8","3.78","-7.7","1.56"
"44",2019-04-19 06:40:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.14","13.6","7.89","-7.8","3.78","-7.7","1.56"
"45",2019-04-19 06:50:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.15","13.6","7.89","-7.8","3.78","-7.7","1.56"
"46",2019-04-19 07:00:00,"-7.7","3.89","-7.6","4.76","13.6","7.20","13.3","7.07","-7.7","7.16","13.6","7.89","-7.8","3.79","-7.7","1.56"
"47",2019-04-19 07:10:00,"-7.7","3.89","-7.6","4.76","13.5","7.20","13.3","7.09","-7.7","7.18","13.6","7.89","-7.8","3.79","-7.7","1.56"
"48",2019-04-19 07:20:00,"-7.7","3.89","-7.6","4.76","13.5","7.20","13.3","7.07","-7.7","7.20","13.6","7.89","-7.8","3.79","-7.7","1.56"
"49",2019-04-19 07:30:00,"-7.7","3.89","-7.6","4.76","13.5","7.20","13.3","7.07","-7.7","7.21","13.6","7.89","-7.8","3.79","-7.7","1.56"
"50",2019-04-19 07:40:00,"-7.7","3.89","-7.6","4.76","13.5","7.20","13.3","7.07","-7.7","7.22","13.6","7.89","-7.8","3.81","-7.7","1.56"
"51",2019-04-19 07:50:00,"-7.7","3.89","-7.6","4.76","13.5","7.20","13.3","7.07","-7.7","7.23","13.6","7.89","-7.8","3.81","-7.7","1.56"
"52",2019-04-19 08:00:00,"-7.7","3.88","-7.6","4.74","13.5","7.20","13.3","7.09","-7.7","7.24","13.6","7.89","-7.8","3.82","-7.7","1.56"
"53",2019-04-19 08:10:00,"-7.7","3.88","-7.6","4.74","13.5","7.21","13.3","7.07","-7.6","7.25","13.6","7.89","-7.8","3.82","-7.7","1.56"
"54",2019-04-19 08:20:00,"-7.7","3.88","-7.6","4.74","13.4","7.23","13.3","7.07","-7.7","7.26","13.6","7.89","-7.8","3.82","-7.7","1.56"
"55",2019-04-19 08:30:00,"-7.7","3.89","-7.6","4.74","13.4","7.24","13.3","7.09","-7.7","7.26","13.6","7.89","-7.8","3.83","-7.7","1.56"
"56",2019-04-19 08:40:00,"-7.7","3.88","-7.6","4.74","13.4","7.23","13.3","7.09","-7.7","7.27","13.6","7.90","-7.8","3.84","-7.7","1.56"
"57",2019-04-19 08:50:00,"-7.7","3.88","-7.6","4.74","13.4","7.23","13.3","7.07","-7.7","7.28","13.6","7.90","-7.8","3.84","-7.7","1.56"
