"","Date.Time","TMP_T0","pH_T0","TMP_T4","pH_T4","TMP_T6","pH_T6","TMP_T5","pH_T5","TMP_T1","pH_T1","TMP_T7","pH_T7","TMP_T3","pH_T3","TMP_T2","pH_T2"
"4",2019-05-21 00:00:00,"-7.7","4.96","-7.6","4.89","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.85","-7.8","3.99","-7.7","2.76"
"5",2019-05-21 00:10:00,"-7.7","4.95","-7.6","4.89","13.6","7.31","14.2","7.09","-7.6","12.5","14.4","7.85","-7.8","3.98","-7.7","2.74"
"6",2019-05-21 00:20:00,"-7.7","4.95","-7.6","4.89","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.85","-7.8","3.98","-7.7","2.72"
"7",2019-05-21 00:30:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.84","-7.8","3.98","-7.7","2.70"
"8",2019-05-21 00:40:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.84","-7.8","3.98","-7.7","2.69"
"9",2019-05-21 00:50:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.84","-7.8","3.98","-7.7","2.66"
"10",2019-05-21 01:00:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.09","-7.6","12.5","14.4","7.84","-7.8","3.97","-7.7","2.64"
"11",2019-05-21 01:10:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.06","-7.6","12.5","14.4","7.84","-7.8","3.97","-7.7","2.62"
"12",2019-05-21 01:20:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.08","-7.6","12.5","14.4","7.84","-7.8","3.97","-7.7","2.61"
"13",2019-05-21 01:30:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.82","-7.8","3.97","-7.7","2.59"
"14",2019-05-21 01:40:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.85","-7.8","3.97","-7.7","2.58"
"15",2019-05-21 01:50:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.09","-7.6","12.5","14.4","7.83","-7.8","3.97","-7.7","2.55"
"16",2019-05-21 02:00:00,"-7.7","4.95","-7.6","4.88","13.6","7.31","14.2","7.06","-7.6","12.5","14.4","7.83","-7.8","3.97","-7.7","2.53"
"17",2019-05-21 02:10:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.11","-7.6","12.5","14.4","7.82","-7.8","3.96","-7.7","2.52"
"18",2019-05-21 02:20:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.07","-7.6","12.5","14.4","7.82","-7.8","3.96","-7.7","2.50"
"19",2019-05-21 02:30:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.06","-7.6","12.5","14.4","7.83","-7.8","3.96","-7.7","2.49"
"20",2019-05-21 02:40:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.09","-7.6","12.5","14.3","7.84","-7.8","3.96","-7.7","2.46"
"21",2019-05-21 02:50:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.06","-7.6","12.5","14.3","7.84","-7.8","3.96","-7.7","2.44"
"22",2019-05-21 03:00:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.09","-7.6","12.5","14.3","7.84","-7.8","3.96","-7.7","2.43"
"23",2019-05-21 03:10:00,"-7.7","4.94","-7.6","4.89","13.6","7.31","14.2","7.07","-7.6","12.5","14.3","7.84","-7.8","3.95","-7.7","2.41"
