sample,mass,salinity,Sample.ID,Type, Notes
20190814_43,59.0318,29.14,43,tank,
20190814_H1_T1,59.3487,29.36,H1_T1,tray,
20190814_33,59.9166,29.22,33,tank,
20190814_61,59.9578,29.17,61,tank,
20190814_19,59.8265,29.21,19,tank,
20190814_H1_T2,59.1479,29.26,H1_T2,tray,
20190814_56,59.6741,29.18,56,tank,
20190814_54,59.8029,29.18,54,tank,
