sample,mass,salinity,Sample.ID,Type, Notes
20190727_19,59.6641,29.25,19,tank,
20190727_20,59.6828,29.19,20,tank,
20190727_21,59.8721,29.19,21,tank,
20190727_22,59.3085,29.18,22,tank,
20190727_23,59.6001,29.2,23,tank,
20190727_24,59.3733,29.2,24,tank,
20190727_25,59.5275,29.29,25,tank,
20190727_26,59.8729,29.19,26,tank,
20190727_27,59.9926,29.18,27,tank,
