sample,mass,salinity,Sample.ID,Type, Notes
20190727_28,59.8036,29.17,28,tank,
20190727_29,59.8754,29.17,29,tank,
20190727_30,59.9814,29.16,30,tank,
20190727_31,59.9975,29.19,31,tank,
20190727_32,59.7769,29.19,32,tank,
20190727_33,59.6656,29.17,33,tank,
20190727_34,59.7169,29.18,34,tank,
20190727_35,59.5452,29.18,35,tank,
20190727_36,59.8013,29.15,36,tank,
