sample,mass,salinity,Sample.ID,Type, Notes
20190727_10,59.8958,29.32,10,tank,
20190727_11,59.8516,29.22,11,tank,
20190727_12,59.7636,29.23,12,tank,
20190727_13,59.5237,29.24,13,tank,
20190727_14,59.8593,29.24,14,tank,
20190727_15,59.4977,29.25,15,tank,
20190727_16,59.9168,29.2,16,tank,
20190727_17,59.586,29.21,17,tank,
20190727_18,59.7889,29.24,18,tank,
