"Sample.ID","TA","Mass"
"20190727_19",2044.70329586773,59.6641
"20190727_20",2041.65421658017,59.6828
"20190727_21",2042.73192294395,59.8721
"20190727_22",2043.57310058242,59.3085
"20190727_23",2040.88699074282,59.6001
"20190727_24",2048.84278645198,59.3733
"20190727_25",2040.36938141856,59.5275
"20190727_26",2040.05921410876,59.8729
"20190727_27",2042.64215422784,59.9926
