sample,mass,salinity,Sample.ID,Type, Notes
20190727_1,59.8354,28.85,1,tank,
20190727_2,59.4801,29.15,2,tank,
20190727_3,59.6491,29.15,3,tank,
20190727_4,59.994,29.22,4,tank,
20190727_5,59.4959,29.2,5,tank,
20190727_6,59.367,29.22,6,tank,
20190727_7,59.5721,29.2,7,tank,
20190727_8,59.5124,29.22,8,tank,
20190727_9,59.6084,29.24,9,tank,
