sample,mass,salinity,Sample.ID,Type, Notes
20190730_4,59.6453,29.17,4,tank,
20190730_5,59.8676,29.15,5,tank,
20190730_12,59.9248,29.17,12,tank,
20190730_17,59.9769,29.19,17,tank,
20190730_18,59.5502,29.16,18,tank,
20190730_21,59.6233,29.17,21,tank,
20190730_29,59.3771,29.23,29,tank,
20190730_30,59.3762,29.13,30,tank,
20190730_33,59.7362,29.15,33,tank,
