sample,mass,salinity,Sample.ID,Type, Notes
20190716_23,59.8986,29.14,23,tank,
20190716_11,59.7256,29.11,11,tank,
20190716_26,59.658,29.01,26,tank,
20190716_16,59.6337,29.13,16,tank,
20190716_28,59.637,29.14,28,tank,
20190716_14,59.1863,29.14,14,tank,
20190716_7,59.3628,29.19,7,tank,
20190716_5,59.7629,29.09,5,tank,
20190716_32,59.9804,29.14,32,tank,
