sample,mass,salinity,Sample.ID,Type, Notes
20190717_H1_T5,59.8853,29.17,H1_T5,tray,
20190717_H1_T1,59.5489,29.22,H1_T1,tray,
20190717_H1_T2,59.8082,29.17,H1_T2,tray,
20190717_H1_T7,59.9136,29.18,H1_T7,tray,
20190717_H1_T3,59.7297,29.15,H1_T3,tray,
20190717_H1_T6,59.2446,29.18,H1_T6,tray,
20190717_H1_T8,59.9302,29.17,H1_T8,tray,
20190717_H1_T4,59.9139,29.17,H1_T4,tray,
