sample,mass,salinity,Sample.ID,Type, Notes
20190717_JUNK,59.876,28,JUNK,JUNK,
20190717_CRM1,59.1218,33.623,CRM1,CRM,Bottle #180-0823; TA = 2224.47
20190717_CRM2,59.0551,33.623,CRM2,CRM,Bottle #180-0823; TA = 2224.47
