sample,mass,salinity,Sample.ID,Type, Notes
20190717_22,59.9767,29.11,22,tank,
20190717_8,59.3687,29.06,8,tank,
20190717_1,59.9231,28.78,1,tank,
20190717_19,59.6069,29.12,19,tank,
20190717_3,59.5428,29.05,3,tank,
20190717_24,59.0717,29.1,24,tank,
20190717_31,59.9721,29.09,31,tank,
20190717_34,59.8248,29.1,34,tank,
20190717_36,59.9169,29.1,36,tank,
