sample,mass,salinity,Sample.ID,Type, Notes
20190805_10,59.7378,29.11,10,tank,
20190805_11,59.5382,29.12,11,tank,
20190805_3,59.7627,29.09,3,tank,
20190805_24,59.7691,29.12,24,tank,
20190805_16,59.6885,29.11,16,tank,
20190805_14,59.7207,29.08,14,tank,
20190805_33,59.6971,29.08,33,tank,
20190805_27,59.6278,29.05,27,tank,
20190805_32,59.9721,29.09,32,tank,
