sample,mass,salinity,Sample.ID,Type, Notes
20190805_26,59.7061,29.02,26,tank,
20190805_34,59.5643,29.13,34,tank,
20190805_28,59.7965,29.06,28,tank,
20190805_18,59.8577,29.08,18,tank,
20190805_13,59.9979,29.09,13,tank,
20190805_12,59.5866,29.09,12,tank,
20190805_2,59.8856,29.09,2,tank,
20190805_19,59.4593,29.12,19,tank,
20190805_5,59.0905,29.08,5,tank,
