"Sample.ID","TA","Mass"
"20190805_36",2073.81996286768,59.0122
"20190805_30",2065.3599116962,59.5014
"20190805_25",2080.10525111182,59.7552
"20190805_4",2071.32650132927,59.8421
"20190805_21",2064.06223548704,59.9264
"20190805_15",2068.42041254174,59.5877
"20190805_20",2069.38477505829,59.5341
"20190805_1",2070.07772263429,59.6992
"20190805_9",2061.24363472347,59.8197
