sample,mass,salinity,Sample.ID,Type, Notes
20190805_36,59.0122,29.13,36,tank,
20190805_30,59.5014,29.1,30,tank,
20190805_25,59.7552,29.13,25,tank,
20190805_4,59.8421,29.06,4,tank,
20190805_21,59.9264,29.12,21,tank,
20190805_15,59.5877,29.06,15,tank,
20190805_20,59.5341,29.12,20,tank,
20190805_1,59.6992,29.07,1,tank,
20190805_9,59.8197,29.12,9,tank,
