sample,mass,salinity,Sample.ID,Type, Notes
20190805_7,59.8809,29.09,7,tank,
20190805_8,59.7134,29.12,8,tank,
20190805_6,59.0427,29.15,6,tank,
20190805_17,59.9306,29.08,17,tank,
20190805_23,59.7813,29.11,23,tank,
20190805_22,59.8319,29.1,22,tank,
20190805_35,59.1611,29.09,35,tank,
20190805_31,59.8941,29.14,31,tank,
20190805_29,59.8957,29.12,29,tank,
