sample,mass,salinity,Sample.ID,Type, Notes
20190808_3,59.8914,28.89,3,tank,
20190808_45,59.8697,29.03,45,tank,
20190808_51,59.7336,29.06,51,tank,
20190808_21,60.1713,29.04,21,tank,
20190808_27,60.6375,29.07,27,tank,
20190808_33,60.5425,29.07,33,tank,
20190808_H1_T2,59.0187,29.07,H1_T2,tank,
20190808_H1_T1,59.335,29.13,H1_T1,tank,
20190808_Junk,59.7244,29,Junk,junk,
