Date,Tube.ID,Tank.ID,Treatment,Number.animals,Purpose,Location,Notes
20190731,381,16,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,382,16,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,383,16,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,384,16,AHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,385,17,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,386,17,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,387,17,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,388,17,EHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,389,18,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,390,18,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,391,18,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,392,18,EHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,393,19,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,394,19,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,395,19,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,396,19,AHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,397,20,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,398,20,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,399,20,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,400,20,EHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,401,21,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,402,21,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,403,21,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,404,21,AHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,405,22,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,406,22,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,407,22,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,408,22,EHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,409,23,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,410,23,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,411,23,EHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,412,23,EHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,413,24,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,414,24,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,415,24,AHS,1,molecular,Putnam Lab URI -80C,Day7
20190731,416,24,AHS,3,cellular,Putnam Lab URI -80C,Day7
20190731,417,25,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,418,25,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,419,25,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,420,25,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,421,26,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,422,26,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,423,26,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,424,26,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,425,27,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,426,27,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,427,27,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,428,27,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,429,28,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,430,28,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,431,28,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,432,28,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,433,29,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,434,29,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,435,29,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,436,29,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,437,30,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,438,30,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,439,30,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,440,30,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,441,31,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,442,31,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,443,31,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,444,31,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,445,32,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,446,32,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,447,32,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,448,32,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,449,33,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,450,33,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,451,33,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,452,33,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,453,34,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,454,34,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,455,34,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,456,34,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,457,35,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,458,35,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,459,35,EHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,460,35,EHA,3,cellular,Putnam Lab URI -80C,Day7
20190731,461,36,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,462,36,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,463,36,AHA,1,molecular,Putnam Lab URI -80C,Day7
20190731,464,36,AHA,3,cellular,Putnam Lab URI -80C,Day7
20190801,465,1,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,466,1,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,467,1,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,468,1,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,469,2,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,470,2,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,471,2,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,472,2,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,473,3,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,474,3,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,475,3,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,476,3,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,477,4,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,478,4,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,479,4,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,480,4,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,481,5,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,482,5,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,483,5,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,484,5,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,485,6,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,486,6,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,487,6,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,488,6,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,489,7,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,490,7,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,491,7,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,492,7,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,493,8,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,494,8,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,495,8,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,496,8,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,497,9,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,498,9,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,499,9,EHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,500,9,EHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,501,10,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,502,10,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,503,10,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,504,10,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,505,11,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,506,11,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,507,11,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,508,11,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,509,12,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,510,12,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,511,12,AHM,1,molecular,Putnam Lab URI -80C,Day8
20190801,512,12,AHM,3,cellular,Putnam Lab URI -80C,Day8
20190801,513,13,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,514,13,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,515,13,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,516,13,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,517,14,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,518,14,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,519,14,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,520,14,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,521,15,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,522,15,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,523,15,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,524,15,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,525,16,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,526,16,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,527,16,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,528,16,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,529,17,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,530,17,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,531,17,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,532,17,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,533,18,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,534,18,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,535,18,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,536,18,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,537,19,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,538,19,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,539,19,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,540,19,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,541,20,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,542,20,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,543,20,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,544,20,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,545,21,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,546,21,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,547,21,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,548,21,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,549,22,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,550,22,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,551,22,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,552,22,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,553,23,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,554,23,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,555,23,EHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,556,23,EHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,557,24,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,558,24,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,559,24,AHS,1,molecular,Putnam Lab URI -80C,Day8
20190801,560,24,AHS,3,cellular,Putnam Lab URI -80C,Day8
20190801,561,25,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,562,25,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,563,25,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,564,25,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,565,26,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,566,26,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,567,26,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,568,26,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,569,27,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,570,27,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,571,27,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,572,27,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,573,28,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,574,28,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,575,28,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,576,28,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,577,29,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,578,29,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,579,29,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,580,29,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,581,30,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,582,30,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,583,30,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,584,30,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,585,31,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,586,31,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,587,31,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,588,31,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,589,32,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,590,32,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,591,32,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,592,32,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,593,33,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,594,33,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,595,33,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,596,33,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,597,34,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,598,34,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,599,34,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,600,34,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,601,35,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,602,35,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,603,35,EHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,604,35,EHA,3,cellular,Putnam Lab URI -80C,Day8
20190801,605,36,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,606,36,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,607,36,AHA,1,molecular,Putnam Lab URI -80C,Day8
20190801,608,36,AHA,3,cellular,Putnam Lab URI -80C,Day8
20190804,609,1,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,610,1,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,611,1,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,612,2,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,613,2,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,614,2,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,615,3,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,616,3,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,617,3,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,618,4,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,619,4,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,620,4,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,621,5,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,622,5,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,623,5,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,624,6,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,625,6,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,626,6,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,627,7,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,628,7,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,629,7,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,630,8,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,631,8,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,632,8,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,633,9,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,634,9,EHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,635,9,EHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,636,10,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,637,10,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,638,10,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,639,11,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,640,11,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,641,11,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,642,12,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,643,12,AHM,1,molecular,Putnam Lab URI -80C,Day11
20190804,644,12,AHM,3,cellular,Putnam Lab URI -80C,Day11
20190804,645,13,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,646,13,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,647,13,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,648,14,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,649,14,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,650,14,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,651,15,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,652,15,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,653,15,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,654,16,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,655,16,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,656,16,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,657,17,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,658,17,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,659,17,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,660,18,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,661,18,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,662,18,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,663,19,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,664,19,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,665,19,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,666,20,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,667,20,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,668,20,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,669,21,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,670,21,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,671,21,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,672,22,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,673,22,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,674,22,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,675,23,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,676,23,EHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,677,23,EHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,678,24,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,679,24,AHS,1,molecular,Putnam Lab URI -80C,Day11
20190804,680,24,AHS,3,cellular,Putnam Lab URI -80C,Day11
20190804,681,25,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,682,25,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,683,25,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,684,26,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,685,26,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,686,26,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,687,27,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,688,27,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,689,27,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,690,28,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,691,28,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,692,28,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,693,29,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,694,29,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,695,29,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,696,30,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,697,30,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,698,30,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,699,31,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,700,31,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,701,31,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,702,32,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,703,32,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,704,32,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,705,33,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,706,33,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,707,33,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,708,34,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,709,34,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,710,34,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,711,35,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,712,35,EHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,713,35,EHA,3,cellular,Putnam Lab URI -80C,Day11
20190804,714,36,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,715,36,AHA,1,molecular,Putnam Lab URI -80C,Day11
20190804,716,36,AHA,3,cellular,Putnam Lab URI -80C,Day11
20190807,717,1,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,718,1,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,719,1,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,720,1,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,721,2,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,722,2,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,723,2,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,724,2,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,725,3,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,726,3,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,727,3,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,728,3,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,729,4,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,730,4,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,731,4,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,732,4,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,733,5,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,734,5,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,735,5,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,736,5,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,737,6,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,738,6,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,739,6,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,740,6,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,741,7,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,742,7,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,743,7,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,744,7,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,745,8,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,746,8,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,747,8,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,748,8,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,749,9,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,750,9,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,751,9,EHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,752,9,EHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,753,10,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,754,10,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,755,10,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,756,10,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,757,11,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,758,11,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,759,11,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,760,11,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,761,12,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,762,12,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,763,12,AHM,1,molecular,Putnam Lab URI -80C,DAY14
20190807,764,12,AHM,3,cellular,Putnam Lab URI -80C,DAY14
20190807,765,13,EHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,766,13,EHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,767,13,EHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,768,13,EHS,3,cellular,Putnam Lab URI -80C,DAY14
20190807,769,14,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,770,14,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,771,14,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,772,14,AHS,3,cellular,Putnam Lab URI -80C,DAY14
20190807,773,15,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,774,15,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,775,15,AHS,1,molecular,Putnam Lab URI -80C,DAY14
20190807,776,15,AHS,3,cellular,Putnam Lab URI -80C,DAY14
20190807,777,16,AHS,1,molecular,Putnam Lab URI -80C,DAY14
