sample,mass,salinity,Sample.ID,Type, Notes
20190804_4,59.8047,29.08,4,tank,
20190804_8,59.8858,29.07,8,tank,
20190804_9,59.8521,29.02,9,tank,
20190804_13,59.7071,29.02,13,tank,
20190804_17,59.7893,29.04,17,tank,
20190804_21,59.8715,29.06,21,tank,
20190804_29,59.7932,29.02,29,tank,
20190804_30,59.7731,29.01,30,tank,
20190804_36,59.8137,29.05,36,tank,
