Measurement Name :,20190811_resp_4_Day18,,Generated On :,"11/08/2019, 20:11:14",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"11/08/2019, 19:50:46",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"11/08/2019, 20:11:06",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
11.08.19 19:50:48,0.03,192.52,196.28,209.57,270.48,262.33,213.4,204.23,263.96,208.42,199.68,263.15,259.5,209.95,263.15,185.42,259.91,198.92,266.4,212.63,259.1,270.89,266.81,227.34,264.36,,17,968,29,17.18,
11.08.19 19:51:03,0.28,192.14,195.9,209.19,268.44,262.33,211.87,203.09,263.96,207.66,197.79,263.15,259.5,209.95,263.96,185.04,258.69,198.17,265.99,210.72,259.1,270.48,264.36,227.34,262.33,,17,968,29,17.23,
11.08.19 19:51:18,0.53,190.64,194.77,207.66,266.4,261.52,209.95,201.19,262.74,206.9,196.28,262.33,257.89,209.95,262.74,184.3,257.08,196.66,265.58,208.8,257.08,270.07,265.18,224.61,261.52,,17,968,29,17.27,
11.08.19 19:51:33,0.78,189.9,195.53,206.9,265.99,261.93,209.19,200.44,261.93,206.9,195.15,261.93,257.48,209.57,262.74,184.67,256.68,196.28,265.99,206.9,257.08,270.07,266.4,225,260.71,,17,968,29,17.32,
11.08.19 19:51:48,1.03,189.15,194.02,206.9,264.77,261.52,208.04,199.3,260.71,205.75,193.65,262.33,257.08,208.42,262.74,183.93,256.27,195.53,264.36,206.51,256.27,268.85,263.96,225,259.1,,17,968,29,17.34,
11.08.19 19:52:03,1.28,188.03,193.27,204.99,263.55,260.31,206.51,197.79,260.31,205.37,192.52,261.52,255.87,208.04,262.33,183.56,255.87,194.4,264.36,204.61,256.68,268.44,267.21,225.78,257.08,,17,968,29,17.36,
11.08.19 19:52:19,1.55,186.91,192.89,204.99,262.74,260.71,204.99,197.41,259.91,205.37,191.02,261.93,255.47,208.04,261.93,183.19,255.07,192.52,265.18,203.47,255.47,269.25,265.18,227.34,256.68,,17,968,29,17.4,
11.08.19 19:52:34,1.8,185.42,191.39,203.85,262.74,260.31,203.47,196.66,258.69,204.99,190.27,261.12,255.47,206.51,261.52,182.44,253.86,192.52,264.77,201.19,255.07,267.62,263.55,226.56,255.87,,17,968,29,17.43,
11.08.19 19:52:49,2.05,184.3,190.27,203.09,261.12,260.31,203.09,195.53,258.29,203.47,187.65,261.52,255.47,204.99,261.52,182.07,253.86,191.77,263.96,198.92,254.26,267.21,268.44,225,254.66,,17,968,29,17.45,
11.08.19 19:53:04,2.3,183.93,189.15,202.71,259.5,259.91,202.33,194.77,257.89,202.33,186.91,260.71,254.66,204.23,261.12,182.07,253.46,190.64,264.36,197.41,253.86,268.03,263.15,223.44,253.86,,17,968,29,17.47,
11.08.19 19:53:19,2.55,181.7,188.4,201.57,259.5,259.5,200.81,193.27,257.48,201.57,185.79,259.5,252.66,203.85,261.12,180.96,252.66,189.9,262.74,196.28,253.86,267.62,265.18,221.89,253.46,,17,968,29,17.5,
11.08.19 19:53:34,2.8,181.7,186.53,201.19,258.29,259.5,200.06,192.14,256.68,200.81,185.04,259.91,253.06,201.95,260.31,180.59,251.45,189.52,262.74,195.15,253.46,267.62,263.15,225,253.06,,17,968,29,17.5,
11.08.19 19:53:49,3.05,179.85,184.67,200.06,257.48,259.1,198.17,191.02,256.27,199.68,183.93,259.5,251.85,200.44,259.5,179.85,249.85,188.03,261.12,194.02,252.66,265.58,260.31,222.67,252.25,,17,968,29,17.54,
11.08.19 19:54:04,3.3,179.11,182.81,198.92,257.08,258.69,197.79,189.9,255.87,199.3,184.3,259.5,251.45,200.06,260.31,179.85,250.65,186.91,262.74,192.52,252.66,265.99,265.18,222.67,251.45,,17,968,29,17.54,
11.08.19 19:54:19,3.55,178.74,180.96,199.3,257.08,258.29,197.41,189.52,255.87,198.92,182.81,259.5,249.85,199.68,259.91,179.11,250.25,186.53,262.33,191.77,252.25,266.81,260.31,221.89,251.05,,17,968,29,17.57,
11.08.19 19:54:34,3.8,177.63,178.37,198.17,255.87,258.29,196.66,188.77,254.66,197.79,182.44,258.69,249.45,198.17,259.5,178.37,249.85,185.42,262.33,189.52,251.45,265.99,263.96,219.57,249.85,,17,968,29,17.59,
11.08.19 19:54:49,4.05,177.63,175.42,197.03,255.07,257.89,195.9,187.65,253.86,197.03,181.33,258.69,249.45,197.03,259.91,177.26,249.45,185.79,262.74,189.15,251.85,264.77,261.93,220.73,249.45,,17,968,29,17.59,
11.08.19 19:55:04,4.3,176.89,173.95,196.66,254.66,257.08,195.53,186.91,253.86,196.66,181.33,257.89,249.05,195.9,259.1,176.89,249.45,185.04,262.33,188.03,251.45,264.77,259.1,221.12,249.05,,17,968,29,17.61,
11.08.19 19:55:19,4.55,176.16,172.48,195.15,253.46,257.08,194.02,185.79,253.46,196.66,179.85,258.29,249.05,194.02,258.29,176.16,248.65,183.93,261.93,187.65,250.65,265.18,264.36,219.57,249.45,,17,968,29,17.63,
11.08.19 19:55:34,4.8,175.42,171.38,194.4,253.06,256.68,193.27,185.04,252.66,195.9,179.48,256.68,247.85,194.02,258.29,175.05,247.85,182.81,261.93,186.53,250.25,263.55,259.1,218.8,247.85,,17,968,29,17.64,
11.08.19 19:55:49,5.05,175.05,170.64,192.89,252.25,256.27,191.77,184.3,253.06,195.53,178.37,257.89,248.25,192.89,258.69,174.32,247.85,181.33,261.52,186.16,251.05,264.36,263.15,215.71,248.25,,17,968,29,17.64,
11.08.19 19:56:04,5.3,175.05,169.55,192.52,252.25,256.27,190.27,183.93,252.25,194.4,177.63,257.08,247.46,192.14,258.29,174.68,248.25,180.22,261.52,185.42,249.85,263.55,259.5,212.25,248.25,,17,968,29,17.65,
11.08.19 19:56:19,5.55,174.32,168.82,191.02,252.25,255.07,189.15,183.19,251.85,192.89,177.63,256.68,247.46,191.39,258.29,174.32,247.85,180.22,260.31,185.04,249.05,262.33,259.91,208.04,247.85,,17,968,29,17.68,
11.08.19 19:56:34,5.8,174.32,169.18,190.27,251.05,255.07,188.77,181.7,251.85,193.65,176.52,256.68,247.06,190.27,258.29,173.58,247.46,179.48,259.91,183.93,249.45,262.74,262.74,206.9,247.06,,17,968,29,17.7,
11.08.19 19:56:49,6.05,173.95,168.45,189.52,251.45,255.47,188.03,181.33,251.05,192.89,175.79,256.27,247.46,189.15,258.29,173.21,247.46,179.11,260.31,183.93,250.25,262.74,256.27,204.99,247.06,,17,968,29,17.7,
11.08.19 19:57:04,6.3,172.48,168.08,188.4,250.25,255.07,187.65,179.48,251.45,192.89,175.05,256.27,247.06,188.03,257.89,172.85,247.46,178,260.31,182.44,249.85,262.74,263.55,203.85,247.46,,17,968,29,17.72,
11.08.19 19:57:19,6.55,172.11,167.72,187.65,251.45,255.07,186.53,179.11,251.05,191.77,175.42,256.68,246.26,187.28,257.89,172.85,247.06,177.63,259.1,181.7,249.05,263.15,257.08,202.33,246.66,,17,968,29,17.72,
11.08.19 19:57:34,6.8,171.01,167.35,186.16,251.05,254.66,185.42,178,250.65,190.27,174.68,255.87,246.66,187.65,257.89,172.48,247.06,176.52,259.1,180.59,249.85,261.12,261.52,201.57,247.06,,17,968,29,17.72,
