Measurement Name :,20190808_resp_3_Day15,,Generated On :,"08/08/2019, 19:32:27",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.08.19 19:11:00,2.3,256.27,169.55,177.63,208.42,189.9,197.03,200.06,189.52,259.91,211.87,201.57,257.08,202.71,141.11,250.65,184.3,187.28,195.9,194.4,185.42,199.3,204.61,115.95,200.44,,17,968,29,17.4,
08.08.19 19:11:15,2.55,253.06,169.91,177.63,207.66,188.77,195.15,199.68,189.9,259.1,209.57,200.81,257.08,201.95,140.75,250.65,183.56,186.16,195.15,194.02,184.3,199.68,204.23,115.95,200.06,,17,968,29,17.45,
08.08.19 19:11:30,2.8,251.85,169.18,176.52,206.9,187.65,191.39,198.54,189.52,259.1,206.9,199.3,257.08,201.57,140.4,250.25,181.7,184.3,193.65,193.27,182.44,198.54,203.85,115.26,198.54,,17,968,29,17.47,
08.08.19 19:11:45,3.05,251.05,167.72,175.79,205.75,186.16,189.52,197.03,188.4,258.69,203.85,198.92,255.87,200.81,139.34,250.25,180.59,182.81,192.52,193.27,179.48,197.41,202.71,114.23,196.66,,17,968,29,17.5,
08.08.19 19:12:00,3.3,251.05,166.63,175.05,204.99,184.3,188.4,196.28,188.03,257.89,201.95,198.92,255.87,199.68,138.98,249.85,179.48,182.44,192.14,192.89,176.89,196.66,202.33,114.23,195.53,,17,968,29,17.5,
08.08.19 19:12:15,3.55,251.05,166.63,174.32,204.23,183.19,186.53,195.15,186.91,257.89,200.44,199.3,255.87,199.3,138.98,249.45,177.63,182.07,191.77,193.27,175.42,195.9,201.95,113.55,194.4,,17,968,29,17.54,
08.08.19 19:12:30,3.8,250.25,166.26,173.95,203.47,181.7,185.42,194.77,186.53,258.29,199.3,200.06,255.07,197.79,137.92,249.05,176.89,180.96,191.39,192.14,173.58,195.15,201.57,113.2,193.27,,17,968,29,17.56,
08.08.19 19:12:45,4.05,250.65,165.53,172.48,202.33,180.22,184.67,194.02,185.04,257.48,197.41,199.68,254.66,196.66,137.57,248.65,175.79,180.22,190.27,191.77,172.85,193.65,200.06,112.52,192.52,,17,968,29,17.57,
08.08.19 19:13:00,4.3,249.85,165.53,172.48,201.57,179.48,183.93,193.65,185.42,257.08,195.53,199.3,254.26,195.53,136.51,249.05,173.95,178.74,189.9,191.02,172.85,192.89,199.68,112.52,191.39,,17,968,29,17.59,
08.08.19 19:13:15,4.55,252.66,165.17,171.74,200.81,178.37,182.07,193.27,185.42,257.08,195.15,198.54,254.26,195.15,136.16,248.25,172.48,178.74,189.52,191.02,171.38,191.77,198.54,112.52,191.02,,17,968,29,17.61,
08.08.19 19:13:30,4.8,251.45,163.71,169.91,199.3,176.16,180.96,192.14,184.3,255.47,192.89,197.79,253.06,193.65,134.4,247.85,170.64,176.89,187.28,189.52,170.64,190.64,196.66,112.17,189.52,,17,968,29,17.63,
08.08.19 19:13:45,5.05,250.65,163.35,168.82,198.17,175.79,180.22,192.14,183.56,255.87,191.39,196.28,252.66,192.52,133.7,247.46,169.18,176.16,186.16,189.15,169.91,189.15,196.28,111.49,188.77,,17,968,29,17.65,
08.08.19 19:14:00,5.3,250.65,162.26,167.35,197.41,174.32,179.11,192.14,183.19,255.47,191.02,195.9,253.06,192.52,132.99,246.66,168.08,174.68,185.79,189.52,169.55,189.15,196.28,111.83,188.03,,17,968,29,17.65,
08.08.19 19:14:15,5.55,249.85,161.9,166.63,196.66,173.21,178.37,192.14,181.7,255.47,189.9,194.77,251.85,192.14,131.59,247.06,166.99,173.95,184.67,189.15,169.55,188.03,195.15,111.14,186.91,,17,968,29,17.68,
08.08.19 19:14:30,5.8,250.25,161.54,166.26,195.9,172.48,178,192.52,181.7,254.66,189.9,194.02,251.85,191.39,131.24,246.66,165.9,173.95,183.93,188.4,169.55,187.65,195.15,110.46,186.16,,17,968,29,17.7,
08.08.19 19:14:45,6.05,249.45,161.17,164.8,195.9,171.38,176.89,192.52,180.96,254.26,189.15,193.27,252.25,191.39,129.84,246.26,165.17,172.11,182.81,187.28,169.18,186.91,193.65,109.43,185.04,,17,968,29,17.72,
08.08.19 19:15:00,6.3,248.65,160.45,164.08,194.4,170.64,175.79,191.39,179.85,254.66,188.03,191.77,251.45,189.9,128.44,245.46,164.08,172.11,181.7,186.53,168.82,185.42,192.52,107.38,183.93,,17,968,29,17.72,
08.08.19 19:15:15,6.55,248.65,160.09,162.62,194.02,170.28,175.05,191.39,178.74,253.06,188.03,191.39,251.05,187.65,127.39,244.67,162.99,170.64,180.96,185.79,168.45,184.67,191.77,106.36,183.19,,17,968,29,17.73,
08.08.19 19:15:30,6.8,248.65,159.36,161.9,193.27,169.18,174.32,190.64,178.37,253.46,187.65,191.02,251.05,187.65,127.39,244.27,162.26,169.18,180.22,185.04,168.08,184.67,191.02,105,182.44,,17,968,29,17.75,
08.08.19 19:15:45,7.05,248.65,159,160.45,192.89,167.72,173.58,192.14,176.16,253.46,187.28,189.9,250.65,188.77,126.35,243.87,160.81,168.82,179.85,183.56,167.72,183.56,190.27,103.64,182.44,,17,968,29,17.77,
08.08.19 19:16:00,7.3,248.25,159,160.81,192.89,167.35,172.48,192.14,175.05,253.06,186.91,188.77,250.25,187.28,125.3,243.87,159.72,166.99,179.48,182.07,167.72,183.56,189.15,102.62,181.7,,17,968,29,17.77,
08.08.19 19:16:15,7.55,248.25,157.92,159.36,190.64,167.72,171.38,191.02,173.58,252.66,186.53,188.77,250.25,186.53,124.26,244.27,159,165.9,178,179.85,167.35,182.81,187.65,101.6,179.85,,17,968,29,17.79,
08.08.19 19:16:30,7.8,247.46,157.56,158.64,190.27,166.99,170.28,190.64,172.85,252.66,185.42,188.03,249.85,185.42,122.87,243.87,157.92,164.44,177.26,178.74,166.26,181.7,185.79,100.59,178.74,,17,968,29,17.81,
08.08.19 19:16:45,8.05,247.46,156.83,157.2,190.64,166.99,169.18,189.15,171.38,251.85,185.04,187.65,249.85,184.67,121.83,243.87,156.47,163.71,176.16,177.26,166.63,180.96,183.56,99.57,177.63,,17,968,29,17.82,
08.08.19 19:17:00,8.3,247.46,156.83,156.47,189.15,166.63,167.72,189.15,170.28,252.25,183.93,186.53,249.45,183.93,121.13,244.27,155.75,163.71,176.16,175.79,166.63,179.85,183.56,98.22,176.52,,17,968,29,17.82,
08.08.19 19:17:15,8.55,246.66,155.39,155.03,188.77,166.63,166.63,188.77,169.55,252.25,183.56,185.04,249.05,183.19,119.75,243.87,154.31,162.99,175.42,175.05,165.9,178.74,182.44,97.21,175.42,,17,968,29,17.82,
08.08.19 19:17:30,8.8,246.66,154.67,154.31,188.77,165.17,165.9,189.15,167.72,251.45,182.07,184.67,249.05,181.7,118.37,243.87,152.88,163.71,174.32,174.32,165.9,178,182.07,96.53,174.68,,17,968,29,17.84,
08.08.19 19:17:45,9.05,246.26,154.31,152.52,188.4,166.26,165.17,188.4,166.99,250.25,181.33,184.3,248.25,180.22,117.33,244.27,151.8,163.71,173.58,173.21,165.17,177.26,181.7,95.19,173.95,,17,968,29,17.84,
08.08.19 19:18:00,9.3,245.86,152.88,151.8,188.03,166.99,164.8,188.03,165.9,251.05,180.22,183.93,248.25,179.11,116.3,243.08,151.08,164.44,172.48,172.85,164.8,176.52,180.96,94.51,172.85,,17,968,29,17.84,
08.08.19 19:18:15,9.55,245.46,152.88,151.44,186.53,168.08,164.8,186.16,165.17,251.05,179.48,183.56,248.25,178.74,115.26,243.08,150.37,163.71,172.11,172.48,163.35,176.16,180.59,93.84,172.11,,17,968,29,17.86,
08.08.19 19:18:30,9.8,245.46,152.16,150.72,185.04,169.55,165.17,182.07,164.8,249.45,178.37,182.81,248.65,177.63,114.58,242.28,149.65,162.99,171.74,171.74,162.26,175.42,179.48,93.17,171.01,,17,968,29,17.86,
08.08.19 19:18:45,10.05,245.46,151.08,149.65,183.93,169.91,164.44,180.59,163.71,249.85,177.63,182.07,247.85,177.26,113.2,241.89,148.94,162.62,171.01,171.74,161.17,174.68,179.11,91.49,170.28,,17,968,29,17.89,
08.08.19 19:19:00,10.3,244.67,151.08,149.29,182.44,171.74,165.17,179.85,161.9,250.25,177.26,181.33,247.46,176.52,112.52,242.68,147.86,162.62,170.64,171.38,160.09,174.68,178.74,90.15,169.55,,17,968,29,17.89,
08.08.19 19:19:15,10.55,245.06,150.37,150.01,180.59,172.48,164.8,179.11,161.54,249.45,176.52,181.33,247.85,176.16,111.49,242.28,147.51,162.26,170.28,171.74,157.92,174.68,178.74,89.82,168.82,,17,968,29,17.89,
08.08.19 19:19:30,10.8,244.67,149.29,148.22,178.37,172.48,164.08,178.74,159.36,249.05,175.42,180.22,246.26,174.68,109.77,241.49,145.37,160.45,168.82,170.28,156.83,172.85,177.63,87.81,167.35,,17,968,29,17.9,
08.08.19 19:19:45,11.05,244.67,148.58,146.79,177.26,172.85,164.44,176.89,158.64,248.65,175.05,179.48,246.66,173.21,108.75,241.49,145.01,159.72,167.72,170.64,155.75,172.11,176.52,87.15,166.99,,17,968,29,17.9,
08.08.19 19:20:00,11.3,243.87,147.51,145.01,175.05,172.85,164.44,176.16,157.92,249.05,174.68,179.85,246.26,171.74,107.38,241.89,142.17,159.36,166.63,169.91,153.59,171.74,175.05,86.48,165.9,,17,968,29,17.91,
08.08.19 19:20:15,11.55,243.48,147.15,143.59,173.95,173.21,164.44,175.42,156.83,248.25,173.58,179.48,245.86,171.74,106.02,242.28,140.75,159,166.26,169.91,152.16,171.01,174.68,86.48,165.17,,17,968,29,17.91,
08.08.19 19:20:30,11.8,243.48,146.44,141.81,173.21,173.21,164.08,175.05,156.11,248.25,173.58,178,245.46,171.01,103.98,241.89,139.69,158.28,166.26,169.55,151.8,171.38,173.58,85.15,163.71,,17,968,29,17.91,
08.08.19 19:20:45,12.05,243.48,146.08,142.17,172.48,172.85,163.71,173.95,155.39,247.85,172.85,177.63,245.86,170.64,101.94,241.89,138.63,157.2,165.17,169.18,151.08,170.64,172.85,84.48,163.35,,17,968,29,17.93,
08.08.19 19:21:00,12.3,243.08,145.37,142.52,171.38,172.85,163.71,172.85,155.03,248.25,172.48,178.37,245.46,170.28,101.26,242.28,138.28,156.47,165.17,169.18,150.72,170.28,172.48,84.15,162.62,,17,968,29,17.91,
08.08.19 19:21:15,12.55,242.68,145.01,142.88,169.91,172.48,163.35,172.48,154.31,247.85,172.11,177.63,245.06,170.28,99.23,241.89,136.86,155.03,163.71,168.45,149.29,169.91,171.74,83.82,161.54,,17,968,29,17.93,
08.08.19 19:21:30,12.8,242.68,144.3,142.52,168.08,172.48,162.26,172.11,153.24,247.46,171.74,175.05,244.67,169.91,97.88,241.89,135.81,153.95,163.35,168.45,148.22,169.91,169.55,83.49,161.17,,17,968,29,17.93,
08.08.19 19:21:46,13.07,242.28,143.59,140.75,167.72,172.48,161.17,171.38,152.16,247.46,170.64,172.85,243.87,169.18,96.53,241.49,135.45,152.88,162.26,168.08,146.79,169.55,167.72,82.82,160.09,,17,968,29,17.93,
08.08.19 19:22:01,13.32,242.68,142.88,138.63,167.35,172.48,160.81,170.28,151.44,246.66,170.28,171.74,243.48,168.45,96.2,241.49,134.4,152.16,161.54,167.72,146.44,169.55,167.35,82.49,159.36,,17,968,29,17.95,
08.08.19 19:22:16,13.57,241.89,142.17,137.92,166.99,172.48,160.81,168.82,149.65,246.66,169.91,171.74,242.68,167.72,95.52,241.49,133.7,151.44,161.17,167.35,146.44,168.82,166.99,81.83,158.64,,17,968,29,17.95,
08.08.19 19:22:31,13.82,242.28,141.46,137.57,167.35,171.38,160.09,167.72,148.94,246.66,169.91,171.38,242.68,166.99,95.52,241.89,133.34,151.08,160.09,167.72,145.01,168.45,165.9,81.83,157.92,,17,968,29,17.95,
08.08.19 19:22:46,14.07,241.89,140.75,136.86,167.35,171.74,160.09,166.99,147.86,246.66,169.55,172.11,242.28,166.99,95.19,241.89,132.99,151.08,159.72,167.72,144.3,167.72,165.53,81.5,156.47,,17,968,29,17.95,
08.08.19 19:23:01,14.32,241.89,140.04,136.16,166.63,171.01,160.09,166.99,146.44,246.66,169.18,171.74,242.28,166.26,94.85,241.89,131.59,150.01,159.36,167.35,143.23,167.35,164.08,81.17,156.11,,17,968,29,17.95,
08.08.19 19:23:16,14.57,241.1,138.98,135.1,166.63,169.91,159.36,164.8,145.01,246.66,168.45,171.01,241.89,165.17,94.18,241.49,130.89,149.29,158.28,166.99,141.81,166.99,162.99,80.17,155.03,,17,968,29,17.95,
08.08.19 19:23:31,14.82,241.1,138.63,134.75,166.26,168.82,159,164.08,143.95,245.86,168.45,170.64,241.89,164.44,94.18,241.89,129.84,148.94,157.92,166.63,140.4,166.26,162.62,79.18,154.31,,17,968,29,17.97,
08.08.19 19:23:46,15.07,241.1,137.92,134.4,165.17,167.72,159,162.26,143.23,245.86,168.08,172.11,241.49,163.71,93.51,241.89,128.44,148.22,156.83,166.26,139.34,165.9,161.54,78.52,153.24,,17,968,29,17.97,
08.08.19 19:24:01,15.32,241.49,137.57,134.05,164.44,166.99,158.64,161.9,142.52,245.46,167.35,172.11,241.49,162.62,93.17,241.89,127.74,147.86,156.47,165.9,138.63,164.8,160.81,77.53,152.88,,17,968,29,17.95,
08.08.19 19:24:16,15.57,241.1,136.16,133.7,162.99,165.9,158.64,161.17,141.11,245.46,166.99,171.38,240.7,161.9,92.5,241.89,126.35,147.51,155.39,165.17,137.57,164.44,160.09,76.87,151.8,,17,968,29,17.97,
08.08.19 19:24:31,15.82,240.3,135.81,134.05,162.26,165.17,157.92,159.72,140.04,244.67,167.35,172.11,241.1,161.17,92.16,242.28,125.3,146.79,154.67,164.8,137.92,162.26,159.36,76.21,151.44,,17,968,29,17.97,
08.08.19 19:24:46,16.07,240.7,135.1,133.34,162.99,164.44,157.92,159,138.98,245.46,167.35,172.11,241.1,160.09,91.83,241.49,124.61,146.44,153.59,164.44,137.57,161.17,159,75.22,150.37,,17,968,29,17.95,
08.08.19 19:25:01,16.32,240.3,134.4,132.99,162.26,162.26,157.56,158.28,138.63,243.87,166.26,172.48,240.7,159.36,91.16,241.89,123.56,145.72,152.88,164.44,137.22,160.81,157.56,74.24,150.72,,17,968,29,17.98,
08.08.19 19:25:16,16.57,239.91,133.7,131.94,161.9,159.36,157.2,157.2,137.92,243.87,165.9,172.48,240.7,158.64,90.82,241.89,122.17,146.44,151.8,163.71,136.51,160.09,156.83,72.92,150.01,,17,968,29,17.97,
08.08.19 19:25:31,16.82,240.3,132.99,131.24,161.17,156.11,156.47,156.11,137.92,244.27,164.8,172.11,240.3,158.28,90.49,241.89,122.17,145.72,151.44,163.35,136.86,159,155.75,71.94,149.65,,17,968,29,17.97,
08.08.19 19:25:46,17.07,239.91,132.64,130.89,160.09,154.67,155.75,155.03,136.86,244.27,163.71,171.38,239.91,157.56,89.48,241.89,120.79,145.01,149.65,162.99,136.16,158.28,155.39,70.96,149.29,,17,968,29,17.97,
08.08.19 19:26:01,17.32,239.91,131.94,129.84,160.09,154.31,155.03,155.39,136.51,243.87,163.35,171.01,240.3,157.56,89.15,242.28,119.75,144.66,148.58,162.99,136.51,157.92,154.67,70.63,148.94,,17,968,29,17.97,
08.08.19 19:26:16,17.57,239.12,130.54,128.79,159.36,152.88,154.31,155.75,135.45,243.48,161.9,170.28,239.51,156.47,87.81,241.49,118.02,142.88,146.79,161.9,135.81,156.83,153.95,69.32,147.86,,17,968,29,17.97,
08.08.19 19:26:31,17.82,239.12,130.54,130.19,158.64,152.16,153.59,154.31,134.4,243.48,161.54,171.38,239.51,156.47,87.48,241.89,116.99,142.52,145.72,161.54,136.16,156.47,153.95,69,148.22,,17,968,29,17.97,
08.08.19 19:26:46,18.07,239.12,129.49,128.79,157.2,152.16,152.52,153.24,132.29,243.48,161.54,171.01,239.51,156.47,86.81,241.89,116.3,141.81,144.3,161.17,135.45,155.75,153.95,68.34,147.51,,17,968,29,17.97,
08.08.19 19:27:01,18.32,238.72,128.44,128.09,156.83,151.44,151.08,152.88,130.89,242.68,160.81,171.01,239.12,154.67,85.81,241.89,115.26,140.75,142.88,161.17,134.75,154.67,152.88,67.36,147.15,,17,968,29,17.97,
08.08.19 19:27:16,18.57,239.12,128.09,127.39,156.11,150.37,150.01,153.59,130.89,242.68,160.45,171.38,239.12,152.88,85.48,241.49,114.58,139.69,142.52,160.81,134.4,154.31,152.52,66.71,146.79,,17,968,29,17.97,
08.08.19 19:27:31,18.82,239.12,127.74,126.35,155.75,149.65,148.94,152.52,129.49,243.08,160.45,172.11,238.72,151.44,84.48,241.89,113.55,138.63,142.17,160.45,133.7,153.95,151.8,66.06,146.44,,17,968,29,17.98,
08.08.19 19:27:46,19.07,238.72,127.04,124.95,155.03,148.58,148.58,152.52,129.14,243.08,160.09,172.11,239.12,150.72,83.49,242.28,111.83,137.92,141.81,159.72,133.34,153.24,151.8,64.76,145.72,,17,968,29,17.97,
08.08.19 19:28:01,19.32,238.33,126.7,124.61,154.67,148.22,148.22,151.08,128.09,242.68,160.09,172.85,239.12,149.65,82.49,242.28,109.09,138.63,141.46,159.36,132.64,152.88,151.08,63.13,145.72,,17,968,29,17.98,
08.08.19 19:28:16,19.57,238.72,126,123.91,154.31,147.86,147.86,151.08,128.09,242.68,159.72,170.28,238.72,148.94,81.5,242.28,108.75,137.57,141.11,158.64,131.24,152.88,151.44,62.16,145.01,,17,968,29,17.98,
08.08.19 19:28:31,19.82,238.72,125.65,123.22,153.59,147.15,147.15,149.65,127.04,242.68,159,169.18,238.72,148.22,81.17,241.89,108.07,136.51,140.4,158.64,130.19,152.16,150.72,61.51,144.3,,17,968,29,17.98,
08.08.19 19:28:46,20.07,238.33,124.95,122.87,153.24,148.22,146.44,148.94,126.7,242.28,158.64,168.45,238.72,147.51,80.17,241.89,107.38,135.81,140.4,157.92,130.19,152.52,150.37,60.54,143.23,,17,968,29,17.97,
08.08.19 19:29:01,20.32,237.93,124.61,122.52,152.52,149.65,145.37,148.58,126.35,242.28,157.92,168.45,238.33,147.51,79.84,242.68,107.04,135.45,140.04,157.92,129.84,152.52,149.29,59.9,142.52,,17,968,29,17.98,
08.08.19 19:29:16,20.57,237.93,123.56,121.83,151.8,151.44,143.95,148.22,125.3,241.89,157.92,168.08,237.93,147.15,78.85,242.28,106.02,135.1,138.63,157.92,129.14,151.8,148.94,58.93,140.75,,17,968,29,17.97,
08.08.19 19:29:31,20.82,237.93,123.22,121.13,150.72,152.88,142.88,146.08,124.61,242.28,156.83,167.72,237.93,146.08,78.19,242.28,106.02,135.45,138.28,157.92,128.79,151.44,147.86,57.96,140.4,,17,968,29,17.97,
08.08.19 19:29:46,21.07,237.93,122.52,120.79,149.65,153.95,143.23,143.95,123.91,241.89,156.83,168.08,238.33,145.72,77.53,242.28,105.68,135.45,137.57,157.92,128.79,151.44,147.51,56.67,140.04,,17,968,29,17.97,
08.08.19 19:30:01,21.32,237.93,122.17,116.64,148.94,153.59,142.88,142.52,122.87,241.49,156.11,166.99,237.54,144.3,76.87,241.89,105.34,134.05,136.86,157.2,127.74,150.72,146.79,55.38,138.28,,17,968,29,17.97,
08.08.19 19:30:16,21.57,237.54,121.48,114.92,146.44,153.24,141.81,141.46,122.17,241.1,155.39,166.26,237.14,143.23,75.88,241.89,105,133.34,135.81,157.2,126.7,149.65,146.44,53.77,136.86,,17,968,29,17.97,
08.08.19 19:30:31,21.82,237.14,121.13,114.92,145.01,153.59,141.46,141.11,121.48,240.7,154.67,165.9,237.14,142.17,75.22,242.28,105,132.99,135.45,156.83,126,149.29,145.72,52.17,135.81,,17,968,29,17.97,
08.08.19 19:30:46,22.07,237.54,120.44,114.58,143.23,154.67,141.81,140.4,121.48,241.1,155.03,166.63,237.54,141.46,75.22,242.68,105,132.64,134.75,156.83,126,149.29,146.08,51.85,134.75,,17,968,29,17.97,
08.08.19 19:31:01,22.32,236.35,119.4,113.89,141.81,154.67,141.11,140.4,120.79,240.7,154.31,166.26,237.14,140.04,74.24,242.28,103.98,131.59,133.7,156.11,125.3,148.58,145.37,50.89,134.05,,17,968,29,17.97,
08.08.19 19:31:16,22.57,236.75,118.71,112.86,140.04,153.95,140.75,139.34,120.44,240.7,153.59,164.8,237.14,139.34,72.92,242.28,103.64,131.24,132.99,155.39,124.26,147.86,145.01,49.61,132.99,,17,968,29,17.97,
08.08.19 19:31:31,22.82,236.75,118.02,113.2,139.34,154.31,140.75,139.34,120.1,240.7,153.24,165.53,237.14,138.28,72.27,242.68,102.62,131.59,132.64,155.03,123.91,147.86,144.66,49.29,133.34,,17,968,29,17.97,
08.08.19 19:31:46,23.07,236.35,117.33,111.49,138.63,154.31,139.34,138.63,119.06,240.7,151.8,164.8,235.96,136.51,71.29,242.28,101.6,130.54,131.59,154.31,122.87,146.44,143.59,48.65,132.64,,17,968,29,17.97,
08.08.19 19:32:01,23.32,233.99,116.64,110.12,137.57,154.31,139.34,137.92,118.37,240.7,151.44,162.99,236.75,136.16,70.3,242.28,100.93,129.49,131.24,153.59,122.17,146.08,143.59,48.33,132.29,,17,968,29,17.97,
