Measurement Name :,20190814_resp_4_Day21,,Generated On :,"14/08/2019, 18:38:43",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"14/08/2019, 18:15:49",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"14/08/2019, 18:38:31",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
14.08.19 18:15:51,0.03,202.71,213.79,263.96,273.35,222.67,260.71,265.99,267.62,217.25,255.87,260.71,265.18,204.23,259.1,262.33,259.91,257.48,257.89,230.46,222.28,192.14,224.61,219.96,231.25,,17,968,29,17.09,
14.08.19 18:16:06,0.28,202.71,214.17,263.15,272.94,221.5,260.31,265.18,266.4,216.48,256.27,260.31,264.36,200.81,259.5,262.33,260.31,257.08,257.48,228.9,221.12,189.15,223.83,218.8,230.86,,17,968,29,17.16,
14.08.19 18:16:21,0.53,201.95,213.02,262.74,270.89,220.73,260.71,264.36,265.18,215.71,255.47,259.5,263.55,197.79,258.69,261.12,260.31,257.08,256.68,228.12,219.57,187.65,223.83,217.64,231.64,,17,968,29,17.22,
14.08.19 18:16:36,0.78,201.19,213.02,261.52,269.25,219.57,259.91,263.15,264.36,214.55,255.07,258.29,262.33,195.53,257.89,261.12,259.5,256.68,255.47,226.56,217.64,185.79,221.12,216.09,230.86,,17,968,29,17.25,
14.08.19 18:16:51,1.03,201.19,212.63,261.12,268.44,218.41,260.31,263.15,264.77,214.17,255.07,258.29,262.33,193.65,258.69,261.93,260.31,257.08,254.66,225.78,217.25,184.67,223.83,215.32,231.25,,17,968,29,17.29,
14.08.19 18:17:06,1.28,200.06,211.87,259.5,267.21,217.25,259.5,262.33,262.74,213.02,254.26,257.48,261.52,191.77,257.89,260.71,259.91,256.27,253.86,225,216.09,186.16,221.5,214.55,229.29,,17,968,29,17.32,
14.08.19 18:17:21,1.53,199.68,211.48,259.5,266.81,216.87,259.5,261.93,262.33,212.25,254.66,257.08,261.52,190.27,257.89,260.71,259.5,256.27,251.85,223.83,214.55,182.81,223.83,213.79,231.25,,17,968,29,17.36,
14.08.19 18:17:36,1.78,199.3,211.1,259.1,265.58,216.48,259.1,261.12,262.33,211.48,253.86,256.27,260.71,188.77,257.48,260.31,259.1,255.47,251.05,223.83,213.79,180.59,222.67,213.02,230.07,,17,968,29,17.39,
14.08.19 18:17:51,2.03,197.79,210.33,257.48,264.36,216.09,259.1,260.31,260.71,209.95,253.86,256.27,259.5,187.65,257.48,260.31,258.69,255.47,250.65,222.67,212.63,179.48,221.5,212.63,230.07,,17,968,29,17.41,
14.08.19 18:18:06,2.28,196.28,209.95,256.68,262.33,215.32,258.69,259.91,260.71,208.8,253.46,255.47,259.5,186.91,256.68,259.91,258.69,255.07,251.05,221.89,210.72,176.52,221.5,211.48,228.12,,17,968,29,17.43,
14.08.19 18:18:21,2.53,195.53,208.04,256.27,262.33,215.32,258.29,259.1,259.1,207.66,253.06,254.66,258.69,185.42,256.68,259.91,258.69,254.26,250.25,221.5,209.57,175.05,220.73,211.1,228.51,,17,968,29,17.45,
14.08.19 18:18:36,2.78,194.4,207.28,256.27,261.93,214.94,258.29,258.29,258.29,206.9,253.46,255.07,258.69,184.3,256.68,259.5,258.29,254.26,250.25,221.12,208.8,172.48,221.12,209.95,228.12,,17,968,29,17.47,
14.08.19 18:18:51,3.03,193.65,206.13,255.87,261.12,214.94,258.29,258.29,257.48,205.37,252.66,254.66,257.08,183.93,256.27,259.5,258.69,254.26,249.85,221.12,207.66,172.11,220.34,209.57,226.95,,17,968,29,17.5,
14.08.19 18:19:06,3.28,191.77,205.37,254.66,260.71,213.79,257.08,258.29,257.48,204.23,252.66,254.66,257.89,182.81,256.27,259.5,257.48,253.86,249.85,219.96,206.51,169.55,219.57,208.8,226.17,,17,968,29,17.52,
14.08.19 18:19:21,3.53,191.02,205.37,254.26,259.5,212.63,257.48,257.89,256.27,203.47,252.25,253.86,255.87,182.44,255.87,259.1,257.48,253.06,249.45,219.96,205.37,167.35,216.48,208.04,226.17,,17,968,29,17.52,
