Measurement Name :,20190725_resp_2_Day1,,Generated On :,"25/07/2019, 20:56:57",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.07.19 20:49:02,11.05,268,164.39,161.42,267.59,154.38,149.24,152.18,263.43,174.89,148.87,179.43,265.92,192.4,130.01,174.51,103.81,93.06,170.75,173.76,140.84,260.12,254.35,164.02,48.3,,16,968,29,17.45,
25.07.19 20:49:17,11.3,268,163.28,160.3,267.59,154.38,147.77,151.07,263.02,173.76,147.77,179.8,263.43,191.63,131.08,174.51,102.77,92.37,170.38,172.63,140.12,259.71,254.76,162.9,47.65,,16,968,29,17.45,
25.07.19 20:49:32,11.55,268,162.53,160.67,267.17,153.65,147.77,150.34,262.6,170.75,146.31,179.05,265.92,190.09,130.73,174.14,101.37,92.02,169.25,171.5,139.03,259.71,254.35,162.53,46.66,,16,968,29,17.47,
25.07.19 20:49:47,11.8,266.75,161.42,158.45,266.34,152.91,146.31,148.5,262.19,167.38,143.03,178.29,262.6,188.95,129.29,173.76,101.03,90.65,168.88,169.63,137.22,258.47,253.94,161.79,45.35,,16,968,29,17.47,
25.07.19 20:50:02,12.05,267.17,160.3,158.82,266.34,152.91,145.21,148.14,262.6,167.01,141.93,176.78,265.92,188.95,131.44,174.51,99.98,90.65,168.88,167.75,136.85,258.88,253.94,161.42,44.37,,16,968,29,17.47,
25.07.19 20:50:17,12.3,267.17,161.42,157.71,266.34,152.18,145.21,147.41,261.77,166.63,141.57,177.16,265.09,188.18,130.37,174.51,99.29,89.96,167.75,165.89,135.41,258.47,253.94,160.67,43.39,,16,968,29,17.5,
25.07.19 20:50:32,12.55,267.17,159.93,156.97,265.51,149.97,144.48,146.67,260.95,165.89,140.48,175.27,263.02,187.03,129.65,174.14,98.59,89.96,167.01,164.77,134.33,258.47,253.53,159.56,42.41,,16,968,29,17.5,
25.07.19 20:50:48,12.82,266.75,159.56,157.34,265.51,149.24,143.03,146.31,260.95,165.51,139.39,173.76,265.92,186.65,129.65,173.01,97.21,89.62,166.63,163.65,132.88,257.64,253.53,159.56,41.76,,16,968,29,17.48,
25.07.19 20:51:03,13.07,266.34,158.45,156.23,264.67,147.77,142.66,145.21,260.95,165.14,140.12,172.63,261.77,185.13,128.21,173.01,96.17,89.62,165.51,161.79,131.44,257.23,252.71,158.45,40.45,,16,968,29,17.48,
25.07.19 20:51:18,13.32,265.92,157.71,154.38,265.09,147.41,141.93,144.12,260.53,164.39,139.39,171.88,264.67,184.74,127.14,173.38,94.78,89.27,165.14,160.3,129.65,256.82,252.71,157.34,39.8,,16,968,29,17.5,
25.07.19 20:51:33,13.57,266.34,156.6,152.91,264.67,146.31,141.21,143.03,260.53,163.65,139.03,170.75,263.02,183.98,125.71,172.26,93.4,88.59,164.77,158.82,128.57,256.82,252.3,156.6,38.83,,16,968,29,17.5,
25.07.19 20:51:48,13.82,265.92,155.49,152.18,264.26,145.94,140.48,141.93,259.71,162.9,139.39,170,262.6,183.22,124.99,171.88,91.68,88.59,164.39,158.08,127.5,256.41,252.3,155.86,38.18,,16,968,29,17.5,
25.07.19 20:52:03,14.07,265.09,154.38,150.34,263.84,144.85,139.75,140.48,259.71,162.9,139.03,169.25,263.84,182.46,124.28,171.5,89.96,88.24,163.65,156.97,126.07,256,251.89,155.12,37.53,,16,968,29,17.5,
25.07.19 20:52:18,14.32,265.51,153.28,149.97,263.84,144.12,139.03,140.12,259.71,162.53,138.67,168.5,260.53,181.32,123.21,170.75,88.24,87.56,162.53,156.23,124.99,256,251.48,154.38,36.56,,16,968,29,17.5,
25.07.19 20:52:33,14.57,265.09,152.54,150.71,262.6,143.39,138.3,140.12,258.88,161.79,137.94,167.01,263.84,180.18,122.5,170,86.87,87.56,162.16,155.12,123.92,255.59,251.48,153.28,36.23,,16,968,29,17.5,
25.07.19 20:52:48,14.82,264.67,150.71,149.24,262.6,142.3,137.22,138.3,258.88,161.05,137.22,164.02,261.36,179.05,121.07,169.25,85.16,86.87,160.67,154.02,121.79,255.17,251.07,152.18,34.94,,16,968,29,17.52,
25.07.19 20:53:03,15.07,264.67,150.34,148.5,262.19,141.21,136.85,137.94,258.47,159.56,136.85,161.79,261.77,178.67,120.36,169.25,83.79,86.19,159.56,152.18,120.36,255.17,251.07,151.44,34.29,,16,968,29,17.5,
25.07.19 20:53:18,15.32,264.26,149.24,147.77,262.19,140.12,136.13,136.13,259.29,158.08,136.13,161.05,263.02,177.53,118.94,168.5,83.11,85.84,158.82,149.97,119.65,254.76,250.26,149.97,33,,16,968,29,17.5,
25.07.19 20:53:33,15.57,264.26,149.6,148.14,261.77,139.75,135.77,135.77,258.47,157.71,134.69,160.3,258.88,176.78,117.17,168.5,82.43,85.5,158.45,148.5,118.59,254.35,250.26,149.97,32.03,,16,968,29,17.5,
25.07.19 20:53:48,15.82,263.84,148.14,147.04,261.36,138.67,134.69,134.69,258.06,157.34,133.24,159.93,262.19,175.64,115.76,167.01,81.07,85.5,157.71,146.31,117.17,254.35,249.85,148.87,31.71,,16,968,29,17.52,
25.07.19 20:54:03,16.07,263.84,147.77,145.94,261.36,137.58,134.33,133.97,258.88,156.97,131.8,158.45,259.71,174.14,114.7,165.89,80.05,85.16,156.97,145.21,116.11,253.94,249.85,147.77,30.42,,16,968,29,17.52,
25.07.19 20:54:18,16.32,263.43,146.31,145.94,260.53,136.85,133.6,133.6,259.71,156.6,131.8,156.6,260.95,173.76,113.99,165.51,79.03,84.82,156.23,144.12,115.05,254.35,249.85,147.41,30.09,,16,968,29,17.52,
25.07.19 20:54:33,16.57,263.84,145.21,144.48,260.95,135.41,133.24,131.8,261.77,156.23,130.73,155.49,262.19,173.76,113.28,164.39,77.67,84.14,155.12,143.39,113.64,253.53,249.44,147.04,29.45,,16,968,29,17.5,
25.07.19 20:54:48,16.82,263.43,144.48,143.03,260.12,134.69,132.16,130.73,262.19,155.86,130.73,155.12,258.47,173.38,112.93,163.65,76.31,83.45,154.38,141.93,112.58,253.53,249.44,145.94,29.13,,16,968,29,17.5,
25.07.19 20:55:03,17.07,263.02,143.39,143.03,259.71,133.24,131.08,130.01,260.95,154.38,130.01,154.38,261.77,172.26,111.52,162.16,74.96,82.43,153.65,140.84,111.52,253.12,249.44,145.21,28.16,,16,968,29,17.52,
25.07.19 20:55:18,17.32,263.43,143.39,141.93,260.53,132.16,131.08,129.29,260.12,154.38,130.01,154.02,258.88,171.5,111.52,161.79,73.95,82.09,152.91,140.12,110.47,253.53,249.44,144.85,28.49,,16,968,29,17.52,
25.07.19 20:55:33,17.57,263.43,141.57,143.03,259.71,131.08,130.37,127.85,259.71,153.65,128.93,152.54,260.53,170.75,110.12,161.05,71.92,81.41,152.18,138.67,109.41,252.71,249.03,144.12,27.52,,16,968,29,17.52,
25.07.19 20:55:48,17.82,262.6,140.48,141.93,259.71,129.29,129.65,127.5,261.77,153.28,128.93,152.18,259.71,170,108.71,159.56,70.91,80.05,150.71,136.85,108.36,252.71,248.62,143.03,26.88,,16,968,29,17.52,
25.07.19 20:56:03,18.07,261.77,140.12,140.12,259.71,128.21,129.29,126.42,261.77,152.54,127.85,151.81,257.64,169.25,107.66,158.82,69.57,79.03,148.87,135.77,107.31,252.3,248.62,142.66,25.28,,16,968,29,17.5,
25.07.19 20:56:18,18.32,262.6,138.67,140.12,259.71,127.5,128.93,124.99,261.36,151.44,127.14,151.07,260.53,168.13,106.61,157.71,68.89,77.33,148.14,135.41,106.26,251.89,248.62,141.93,24.64,,16,968,29,17.5,
25.07.19 20:56:33,18.57,261.77,137.22,139.39,258.88,127.14,128.21,124.99,261.77,150.34,126.42,150.34,256.82,166.63,105.56,156.23,67.55,76.31,147.04,134.33,105.21,251.89,249.03,141.21,23.04,,16,968,29,17.5,
