Measurement Name :,20190807_resp_2_Day14,,Generated On :,"07/08/2019, 18:20:21",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.08.19 17:59:16,1.05,155.39,169.18,197.41,105,120.44,193.27,252.66,173.58,198.17,251.85,164.8,185.04,251.45,192.14,199.68,214.94,192.52,189.15,191.77,197.41,251.45,143.59,250.25,251.85,,17,968,29,17.29,
07.08.19 17:59:31,1.3,153.95,168.08,195.9,103.3,119.06,192.52,252.25,172.48,197.03,251.05,165.17,182.44,250.25,190.64,198.92,213.79,191.02,185.42,190.64,196.28,251.05,140.75,249.05,251.45,,17,968,29,17.32,
07.08.19 17:59:46,1.55,153.24,167.72,195.15,103.3,118.02,191.02,251.85,171.38,195.9,250.65,165.53,181.33,250.25,189.9,198.92,213.02,189.9,184.3,190.27,195.53,250.65,140.04,249.45,251.45,,17,968,29,17.34,
07.08.19 18:00:01,1.8,152.16,166.99,194.4,102.28,116.3,190.27,251.85,169.91,194.77,250.65,165.53,180.22,249.45,189.15,198.54,210.72,188.4,182.07,189.52,193.27,250.65,138.98,249.05,250.65,,17,968,29,17.38,
07.08.19 18:00:16,2.05,150.37,165.17,192.89,101.26,115.61,189.15,251.45,169.55,194.02,250.25,165.17,179.11,249.45,187.65,197.79,208.42,187.65,179.85,188.4,192.14,249.85,138.28,248.65,250.25,,17,968,29,17.4,
07.08.19 18:00:31,2.3,149.65,164.8,191.77,100.25,114.23,187.28,250.65,167.72,194.4,249.45,164.8,177.63,249.05,186.16,196.66,206.9,186.16,178,187.28,190.64,249.05,137.57,247.85,249.85,,17,968,29,17.43,
07.08.19 18:00:46,2.55,147.51,163.35,190.64,99.23,112.52,185.79,250.25,166.99,194.02,249.45,163.71,176.16,248.65,185.79,196.28,206.13,184.3,176.16,186.91,189.52,248.65,136.16,247.85,249.45,,17,968,29,17.45,
07.08.19 18:01:01,2.8,146.08,162.26,189.15,98.22,111.14,185.04,249.85,165.9,193.65,249.05,163.71,174.68,248.25,183.93,196.28,204.61,183.56,173.58,186.16,188.03,247.85,135.45,247.46,249.05,,17,968,29,17.48,
07.08.19 18:01:16,3.05,145.72,161.54,188.4,97.21,110.12,184.67,249.85,166.63,193.65,249.45,163.35,172.85,248.65,184.67,195.15,204.61,183.19,172.11,186.16,186.91,247.85,134.75,247.06,249.05,,17,968,29,17.52,
07.08.19 18:01:31,3.3,144.66,160.45,188.03,95.86,108.75,184.3,250.25,164.08,192.89,248.65,162.26,172.11,248.25,183.56,194.02,203.47,181.7,171.01,185.79,185.04,247.46,133.7,247.06,249.05,,17,968,29,17.52,
07.08.19 18:01:46,3.55,143.95,159.36,186.53,94.85,108.07,183.19,249.85,162.99,192.52,248.65,161.17,171.01,247.85,182.81,192.89,203.47,180.22,169.18,185.42,183.56,246.26,131.94,246.66,247.85,,17,968,29,17.54,
07.08.19 18:02:01,3.8,142.17,157.56,185.42,93.17,107.04,182.44,249.85,162.62,192.14,247.85,160.81,169.55,247.85,182.07,192.14,202.71,179.85,168.08,185.04,182.07,245.46,130.89,246.66,247.46,,17,968,29,17.56,
07.08.19 18:02:16,4.05,141.11,156.11,184.3,91.16,106.36,180.59,249.05,161.17,191.39,247.85,160.09,169.18,247.06,181.7,191.02,201.57,178.74,166.63,184.3,180.59,244.67,129.49,245.86,247.06,,17,968,29,17.59,
07.08.19 18:02:31,4.3,140.75,156.11,183.93,90.15,105.34,179.85,249.45,158.64,191.02,247.85,159.36,168.45,247.46,180.96,190.27,201.19,177.63,166.26,183.93,179.11,245.06,128.44,245.86,247.06,,17,968,29,17.59,
07.08.19 18:02:46,4.55,140.04,155.39,182.44,88.48,103.3,178.74,249.05,156.83,189.9,247.85,158.64,167.72,247.06,180.59,189.15,200.06,176.52,165.9,183.19,178,244.27,125.65,245.86,246.26,,17,968,29,17.61,
07.08.19 18:03:01,4.8,138.98,154.67,181.7,87.48,102.62,176.89,249.05,155.03,188.77,247.85,157.56,166.99,246.66,179.48,188.4,199.3,175.79,166.63,182.44,177.26,244.27,123.56,245.46,246.26,,17,968,29,17.64,
07.08.19 18:03:16,5.05,138.28,153.24,180.59,86.48,101.6,175.42,249.05,152.88,188.4,247.46,156.83,165.17,247.06,179.48,187.65,198.92,174.68,167.35,183.19,175.42,243.87,121.83,244.67,245.86,,17,968,29,17.64,
07.08.19 18:03:31,5.3,137.22,152.88,179.85,85.15,100.25,173.21,248.65,150.01,186.53,247.06,155.03,164.08,246.66,178,186.16,197.41,173.58,168.45,181.33,174.32,243.08,120.44,244.27,245.06,,17,968,29,17.65,
07.08.19 18:03:46,5.55,136.86,151.8,178.74,83.82,99.23,172.48,248.65,149.29,186.16,246.66,154.31,163.35,247.06,178.37,185.79,197.79,172.85,169.18,181.33,173.58,243.08,119.06,244.67,244.67,,17,968,29,17.68,
07.08.19 18:04:01,5.8,134.75,150.72,177.63,83.16,97.21,171.01,248.25,147.51,185.42,246.26,152.88,162.62,246.66,176.16,184.67,196.28,171.74,169.55,181.33,172.11,242.28,118.02,244.27,243.87,,17,968,29,17.68,
07.08.19 18:04:16,6.05,134.05,150.37,176.52,82.82,96.53,169.55,248.65,146.79,185.42,246.66,153.24,162.26,245.86,176.16,184.67,195.9,171.38,170.28,180.96,171.38,241.89,115.95,243.87,244.27,,17,968,29,17.7,
07.08.19 18:04:31,6.3,132.64,149.65,175.79,81.5,95.19,168.45,248.25,146.79,183.56,246.26,152.52,160.81,246.26,175.79,183.93,194.77,169.91,171.38,180.96,170.64,241.89,113.89,243.48,243.87,,17,968,29,17.72,
07.08.19 18:04:46,6.55,132.29,148.58,172.85,79.84,94.51,161.17,247.85,145.37,182.81,245.86,151.08,160.09,243.08,174.68,183.19,193.65,168.82,171.01,179.85,168.45,241.1,111.83,243.08,242.28,,17,968,29,17.73,
07.08.19 18:05:01,6.8,132.29,147.86,172.85,77.53,91.83,161.54,247.85,144.3,182.81,246.26,150.01,159.36,247.06,174.68,182.44,194.02,168.08,171.74,179.48,167.72,240.7,110.8,243.08,241.89,,17,968,29,17.73,
07.08.19 18:05:16,7.05,129.14,147.51,172.85,75.55,88.15,164.44,247.85,143.59,181.33,246.26,149.65,159,246.26,173.58,182.07,193.27,167.35,171.74,178.37,166.63,241.1,109.43,242.68,241.49,,17,968,29,17.75,
07.08.19 18:05:31,7.3,130.89,146.44,172.11,73.58,89.82,164.8,248.25,142.52,179.11,245.86,149.29,158.28,249.05,173.21,181.33,192.14,165.9,171.38,178.37,165.17,240.3,108.75,242.68,241.1,,17,968,29,17.75,
07.08.19 18:05:46,7.55,130.54,145.37,171.38,71.94,87.81,163.71,248.65,140.4,178.37,246.26,148.22,157.56,246.26,172.48,180.59,191.39,165.17,171.01,177.26,164.44,239.91,107.38,242.28,240.3,,17,968,29,17.77,
07.08.19 18:06:01,7.8,130.89,144.66,169.91,69.98,88.15,161.9,248.25,138.98,177.63,245.86,147.51,157.2,247.46,171.74,180.22,190.27,164.44,171.74,176.52,164.08,239.91,106.02,242.28,239.91,,17,968,29,17.77,
07.08.19 18:06:16,8.05,130.54,143.95,168.45,68.67,87.48,160.45,248.25,137.92,176.52,245.46,146.79,156.47,247.85,170.64,179.11,189.52,163.35,171.38,175.79,162.62,239.12,105.34,241.89,239.51,,17,968,29,17.79,
07.08.19 18:06:31,8.3,129.84,143.23,168.08,67.04,85.48,161.9,247.85,136.16,176.89,245.46,145.72,156.47,249.05,169.91,178.74,188.77,162.26,171.38,175.05,161.9,239.51,104.32,241.89,239.12,,17,968,29,17.79,
07.08.19 18:06:47,8.57,128.44,142.17,167.35,65.41,84.82,159.36,247.85,134.05,176.16,245.06,143.23,155.75,248.65,168.82,178.37,188.03,161.17,171.01,174.68,160.45,239.12,102.96,241.49,238.72,,17,968,29,17.81,
07.08.19 18:07:02,8.82,127.74,141.46,166.63,64.43,82.82,158.28,248.25,133.7,175.42,245.06,141.46,155.75,248.25,168.45,176.89,187.65,160.09,171.01,174.32,159.36,238.72,101.94,241.1,238.72,,17,968,29,17.82,
07.08.19 18:07:17,9.07,126.7,139.69,163.71,61.84,80.17,156.11,246.26,131.24,172.48,242.28,138.98,153.59,246.26,165.9,173.58,185.42,157.2,169.18,171.74,156.47,237.54,99.23,239.12,237.54,,17,968,29,17.82,
07.08.19 18:07:32,9.32,124.61,139.34,162.99,61.51,78.19,156.11,246.66,130.89,172.48,242.28,137.22,153.59,245.06,165.17,173.21,185.79,156.83,168.82,171.38,155.39,237.54,98.56,238.72,237.93,,17,968,29,17.82,
07.08.19 18:07:47,9.57,123.91,137.57,161.9,61.19,77.86,155.39,246.26,130.19,171.01,241.89,134.4,153.59,244.67,164.44,171.74,185.42,156.11,168.08,171.01,155.03,237.14,97.88,238.33,237.14,,17,968,29,17.84,
07.08.19 18:08:02,9.82,121.48,137.22,160.45,60.54,76.87,155.03,245.86,129.49,170.64,241.49,133.34,152.16,244.27,163.35,170.28,185.04,155.39,165.9,169.91,153.59,236.35,96.87,238.33,236.75,,17,968,29,17.84,
07.08.19 18:08:17,10.07,121.83,136.51,159.72,60.54,75.22,154.31,246.26,129.14,169.91,241.49,132.64,152.16,245.06,162.62,168.08,183.93,154.31,165.17,169.55,153.59,236.75,96.2,238.72,236.35,,17,968,29,17.86,
07.08.19 18:08:32,10.32,120.1,135.81,158.28,60.22,74.57,154.31,246.26,128.79,168.82,241.1,132.64,151.44,245.06,161.9,165.9,183.56,153.95,164.08,168.82,153.59,236.35,95.86,238.33,236.35,,17,968,29,17.86,
07.08.19 18:08:47,10.57,118.02,135.1,158.64,59.25,73.25,152.16,246.66,127.74,167.72,241.1,132.29,151.08,245.06,161.17,164.08,182.81,153.24,163.35,168.45,153.59,235.96,94.85,237.54,235.57,,17,968,29,17.86,
07.08.19 18:09:02,10.82,117.33,133.7,157.56,58.28,72.6,152.52,246.66,126,166.26,240.7,131.59,150.72,244.67,160.81,162.99,182.07,151.8,162.99,167.72,152.88,235.96,93.51,237.54,235.96,,17,968,29,17.86,
07.08.19 18:09:17,11.07,116.99,132.99,156.83,57.64,72.27,149.29,246.26,125.3,165.9,240.3,131.94,151.08,245.06,160.45,162.62,180.96,151.44,162.62,167.35,153.24,235.57,92.5,237.93,235.57,,17,968,29,17.86,
07.08.19 18:09:32,11.32,116.3,132.64,156.47,57.31,67.04,147.51,247.06,123.91,164.44,240.7,131.94,150.01,245.46,160.45,161.9,178.74,151.08,162.26,166.99,153.59,235.96,92.5,237.54,235.17,,17,968,29,17.86,
07.08.19 18:09:47,11.57,114.92,131.59,156.11,56.35,64.76,147.86,246.66,122.87,163.71,240.3,131.59,149.29,244.67,159,160.81,178,149.65,161.54,166.26,153.24,235.17,91.83,237.14,235.17,,17,968,29,17.88,
07.08.19 18:10:02,11.82,114.92,130.89,155.39,55.38,65.73,147.15,246.66,125.3,162.99,240.3,130.89,148.94,244.27,158.64,160.45,177.63,148.94,161.17,165.9,152.88,235.17,90.82,237.14,234.39,,17,968,29,17.89,
07.08.19 18:10:17,12.07,114.58,130.19,153.95,54.42,64.43,145.01,245.86,123.91,161.54,239.51,129.84,147.86,244.27,158.28,159.36,176.89,147.86,160.45,164.8,152.16,234.78,90.15,236.75,234.39,,17,968,29,17.88,
07.08.19 18:10:32,12.32,111.14,130.19,152.52,54.09,62.49,145.01,246.26,121.83,160.45,239.51,128.44,147.15,244.67,157.92,159,176.16,147.86,159.36,164.44,152.16,234.78,88.82,236.75,233.99,,17,968,29,17.89,
07.08.19 18:10:47,12.57,111.83,128.79,152.16,53.77,62.16,147.15,246.26,122.52,160.81,239.91,126.7,146.79,245.06,158.28,158.64,175.05,147.51,159,163.71,151.44,234.39,87.81,236.75,233.99,,17,968,29,17.89,
07.08.19 18:11:02,12.82,109.43,128.79,151.8,52.49,61.84,143.95,245.86,119.75,160.81,239.91,125.65,146.08,245.46,157.2,157.2,174.32,145.72,157.92,163.71,151.08,234.39,86.48,236.75,233.6,,17,968,29,17.9,
07.08.19 18:11:17,13.07,108.07,128.09,150.01,51.53,61.19,143.23,246.26,115.95,159.36,238.72,124.95,145.72,245.86,155.75,155.75,172.85,145.01,157.2,162.99,150.37,233.6,84.82,235.96,233.21,,17,968,29,17.91,
07.08.19 18:11:32,13.32,108.41,127.04,149.65,51.53,61.19,142.17,245.86,115.95,159.36,239.12,124.26,145.37,245.86,154.67,154.67,172.48,144.66,156.83,162.26,149.65,233.99,84.15,235.96,233.21,,17,968,29,17.91,
07.08.19 18:11:47,13.57,107.72,126.35,148.22,50.25,60.54,141.81,245.86,114.92,158.28,239.12,123.91,145.01,245.06,153.59,153.24,171.74,143.59,156.47,161.54,148.94,233.6,83.16,235.96,233.21,,17,968,29,17.91,
07.08.19 18:12:02,13.82,109.09,125.65,147.86,50.25,60.54,140.75,246.66,114.58,158.28,239.12,123.22,145.01,245.46,152.52,152.52,170.64,143.59,156.47,161.17,148.94,233.99,82.82,235.57,233.21,,17,968,29,17.9,
07.08.19 18:12:17,14.07,105.68,125.3,147.86,48.97,60.54,141.46,245.86,112.52,157.92,238.72,122.17,144.3,243.87,151.08,151.44,169.55,142.52,156.11,160.45,148.22,233.6,82.16,235.17,232.82,,17,968,29,17.91,
07.08.19 18:12:32,14.32,104.32,124.95,149.65,48.65,55.7,138.98,246.26,112.17,157.92,238.72,121.83,143.59,244.27,150.72,150.72,169.18,141.46,155.39,159.72,147.51,233.21,80.83,235.96,232.42,,17,968,29,17.9,
07.08.19 18:12:47,14.57,103.64,123.91,148.58,47.69,55.06,137.57,245.86,111.14,157.2,238.33,120.1,143.59,241.89,149.65,148.94,167.72,141.11,154.67,159,146.44,232.82,79.84,235.17,231.64,,17,968,29,17.93,
07.08.19 18:13:02,14.82,102.96,122.52,148.22,46.74,53.45,135.45,245.86,109.77,157.92,239.12,119.75,141.81,244.27,149.29,148.22,166.99,140.4,153.95,158.64,145.72,233.21,79.18,234.78,231.64,,17,968,29,17.9,
07.08.19 18:13:17,15.07,103.64,121.13,146.79,45.15,53.45,133.7,247.06,109.09,156.11,241.49,119.4,141.46,245.06,148.58,147.86,166.26,139.69,153.24,157.92,145.72,232.82,78.52,234.78,232.03,,17,968,29,17.91,
07.08.19 18:13:32,15.32,101.6,120.1,145.72,45.15,53.77,138.28,246.26,108.07,156.11,242.68,119.06,141.11,245.86,147.51,147.86,165.53,138.98,152.52,157.2,144.66,232.82,77.86,234.78,231.64,,17,968,29,17.91,
07.08.19 18:13:47,15.57,102.28,118.71,143.95,44.83,52.81,135.1,246.66,107.04,155.03,242.68,118.71,140.4,246.26,146.79,146.79,164.44,138.28,151.44,156.83,143.23,232.42,76.54,234.39,230.86,,17,968,29,17.91,
07.08.19 18:14:02,15.82,101.94,118.37,142.52,45.15,52.49,132.64,245.86,106.02,154.31,242.28,118.02,140.04,245.46,146.08,146.44,164.08,137.22,150.37,155.75,142.52,232.42,75.88,234.78,231.25,,17,968,29,17.91,
07.08.19 18:14:17,16.07,99.57,116.99,141.81,44.51,53.45,131.24,246.26,105.34,153.59,241.49,118.02,139.34,244.67,144.66,145.37,162.62,136.86,149.29,155.39,141.11,232.03,74.9,234.39,230.86,,17,968,29,17.93,
07.08.19 18:14:32,16.32,100.59,115.95,140.04,43.88,51.85,130.19,246.26,104.32,152.88,241.1,116.64,138.98,244.27,144.3,145.01,161.9,136.51,148.22,154.31,140.4,232.03,74.24,234.39,230.86,,17,968,29,17.93,
07.08.19 18:14:47,16.57,99.91,115.26,138.63,42.29,44.83,129.84,246.66,102.62,152.52,241.49,116.3,138.98,245.06,143.59,143.95,161.17,135.45,146.08,154.31,139.34,231.64,72.27,234.39,230.86,,17,968,29,17.93,
07.08.19 18:15:02,16.82,100.59,113.89,137.92,41.02,44.19,129.84,247.06,101.6,152.16,241.49,115.26,137.92,246.26,142.88,142.88,160.45,134.75,145.37,153.59,138.63,232.03,70.3,233.99,230.86,,17,968,29,17.93,
07.08.19 18:15:17,17.07,97.88,113.2,136.16,39.76,46.42,129.14,247.06,100.59,151.44,241.1,115.61,137.57,247.06,141.81,141.11,159.72,134.4,143.23,152.88,137.57,231.25,69,233.6,230.46,,17,968,29,17.93,
07.08.19 18:15:32,17.32,96.53,112.52,135.45,39.44,46.1,124.26,246.26,99.57,151.08,240.7,114.92,136.16,247.06,140.75,139.69,159,132.99,140.75,151.44,136.51,231.25,68.02,233.99,230.07,,17,968,29,17.93,
07.08.19 18:15:47,17.57,97.88,111.83,134.4,38.18,47.06,125.3,247.06,98.56,150.37,241.1,114.23,136.16,247.06,140.4,138.28,158.64,132.99,140.75,151.08,136.16,231.25,67.36,233.6,230.46,,17,968,29,17.93,
07.08.19 18:16:02,17.82,98.9,110.46,133.34,37.23,48.01,127.39,247.06,97.54,149.29,240.7,113.55,135.1,247.06,139.34,137.57,158.28,131.94,138.63,150.37,135.45,230.86,66.39,233.21,229.68,,17,968,29,17.93,
07.08.19 18:16:17,18.07,95.86,109.77,133.34,36.29,47.69,125.3,247.06,97.21,150.37,240.7,112.86,135.1,246.66,138.98,136.86,157.56,131.24,137.57,150.01,134.75,230.86,66.06,233.6,230.07,,17,968,29,17.93,
07.08.19 18:16:32,18.32,97.21,109.09,134.4,35.34,43.24,122.52,246.66,96.2,149.65,239.91,111.49,134.4,246.66,137.92,135.81,156.47,130.54,137.22,148.94,133.7,230.86,65.41,233.21,229.29,,17,968,29,17.93,
07.08.19 18:16:47,18.57,95.19,108.41,136.16,34.4,38.81,119.75,246.66,95.52,148.22,239.12,109.77,133.7,246.26,137.22,135.45,155.75,129.49,137.22,148.58,132.99,230.07,64.43,233.21,229.29,,17,968,29,17.93,
07.08.19 18:17:02,18.82,95.52,106.7,135.81,34.09,39.44,120.79,246.66,95.19,148.22,239.51,109.09,133.34,246.66,136.86,134.75,155.03,129.14,136.86,147.86,132.29,230.46,64.11,233.21,229.29,,17,968,29,17.91,
07.08.19 18:17:17,19.07,94.85,106.36,135.81,33.46,39.44,121.13,247.06,93.84,148.22,239.91,108.41,132.99,247.06,135.81,134.05,154.31,128.44,136.51,147.86,131.59,230.07,63.13,232.82,228.9,,17,968,29,17.93,
07.08.19 18:17:32,19.32,93.84,105.34,133.34,33.15,39.76,121.13,246.66,93.17,147.51,239.91,107.38,132.64,245.86,135.45,133.34,153.59,127.74,136.51,147.15,130.54,230.07,61.84,232.42,228.9,,17,968,29,17.91,
07.08.19 18:17:47,19.57,93.17,104.32,132.29,32.83,39.13,120.79,246.66,92.83,146.08,239.12,106.7,132.29,246.66,134.75,132.64,153.24,127.39,136.16,147.51,130.19,230.07,61.19,232.82,229.68,,17,968,29,17.93,
07.08.19 18:18:02,19.82,91.49,102.96,131.59,32.52,40.39,116.99,247.06,91.49,145.72,238.72,106.02,131.59,247.06,134.05,131.59,152.16,127.04,135.81,147.15,129.49,230.07,59.9,232.82,228.9,,17,968,29,17.93,
07.08.19 18:18:17,20.07,89.82,102.28,132.64,32.52,40.39,115.61,247.06,90.82,145.01,239.51,105.68,131.59,244.67,133.7,131.59,151.08,126,135.81,147.15,128.09,230.07,59.25,232.42,228.9,,17,968,29,17.91,
07.08.19 18:18:32,20.32,88.48,101.6,130.19,31.58,40.71,115.95,246.26,89.48,144.3,238.72,105,130.54,245.06,132.29,130.89,150.37,125.3,134.75,146.44,127.74,229.68,57.64,232.03,228.12,,17,968,29,17.93,
07.08.19 18:18:47,20.57,88.15,101.26,131.59,31.27,41.66,118.37,246.26,88.48,142.88,237.93,103.64,129.84,245.06,131.94,130.19,149.65,124.61,134.05,146.08,126.35,229.29,56.99,232.42,228.51,,17,968,29,17.91,
07.08.19 18:19:02,20.82,87.48,100.59,131.59,30.64,40.07,117.33,245.86,87.81,142.17,237.93,103.3,129.14,245.86,130.89,129.49,149.29,123.91,133.34,145.37,125.65,229.29,55.7,232.03,228.12,,17,968,29,17.91,
07.08.19 18:19:17,21.07,86.81,99.91,131.24,29.7,37.55,113.2,244.27,87.15,141.81,237.54,101.94,128.79,246.26,129.49,129.14,148.58,123.22,132.29,144.3,125.65,228.9,54.42,231.64,228.12,,17,968,29,17.91,
07.08.19 18:19:32,21.32,86.15,99.57,130.89,28.76,36.29,111.14,246.66,85.81,140.75,237.54,100.93,127.74,246.26,129.49,128.44,147.15,121.83,130.89,143.23,124.61,228.9,53.45,231.25,227.73,,17,968,29,17.91,
07.08.19 18:19:47,21.57,85.48,98.9,130.19,28.14,36.6,110.46,246.66,84.48,140.04,237.93,99.23,127.39,246.66,128.79,127.74,146.44,121.48,130.19,142.88,124.26,228.9,53.13,231.64,227.73,,17,968,29,17.93,
07.08.19 18:20:02,21.82,84.82,98.22,128.79,27.52,35.66,109.77,246.66,83.82,139.69,237.54,98.56,127.04,247.06,128.44,127.39,146.44,121.13,129.84,142.17,123.56,228.9,52.81,231.64,227.73,,17,968,29,17.91,
