Measurement Name :,20190801_resp_1_Day8,,Generated On :,"01/08/2019, 18:00:06",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"01/08/2019, 17:37:10",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"01/08/2019, 17:59:57",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
01.08.19 17:37:12,0.03,185.42,188.77,187.65,210.33,167.72,273.76,272.94,236.35,200.81,249.45,194.77,277.87,193.65,171.74,209.19,204.23,187.28,263.96,224.22,269.25,215.32,215.71,169.18,218.02,,17,968,29,17.34,
01.08.19 17:37:28,0.3,183.93,170.64,187.28,206.9,164.08,268.85,272.12,230.46,199.68,249.45,194.77,276.64,192.14,171.74,207.28,200.44,185.04,262.74,222.67,268.44,214.94,214.94,165.53,214.55,,17,968,29,17.45,
01.08.19 17:37:43,0.55,179.48,182.81,184.67,204.61,161.17,270.48,271.71,228.51,197.79,248.65,194.02,275.4,191.02,172.11,206.51,197.03,182.81,261.52,221.12,267.21,214.55,214.55,162.62,212.63,,17,968,29,17.5,
01.08.19 17:37:58,0.8,179.11,173.95,183.19,202.71,159.36,265.99,270.89,226.95,195.53,248.65,193.27,274.17,189.15,171.38,204.99,194.4,180.59,260.71,218.8,266.81,214.17,213.79,159.72,210.72,,17,968,29,17.56,
01.08.19 17:38:13,1.05,173.95,176.89,180.96,200.81,156.83,265.18,270.07,225.39,194.4,248.65,192.14,272.94,187.65,170.28,204.23,192.14,178.37,260.71,217.25,266.4,213.4,213.79,157.92,209.57,,17,968,29,17.59,
01.08.19 17:38:28,1.3,176.89,178.74,180.22,198.92,156.11,268.85,270.07,224.22,192.89,249.05,191.02,272.94,186.16,169.18,203.47,190.27,177.26,260.31,216.48,265.99,213.02,213.79,157.2,208.04,,17,968,29,17.63,
01.08.19 17:38:43,1.55,169.91,169.18,179.11,195.9,155.39,263.96,270.07,222.67,191.77,249.45,189.15,272.12,184.67,168.08,202.33,188.77,175.42,259.5,215.71,265.58,212.25,213.4,156.47,207.28,,17,968,29,17.66,
01.08.19 17:38:58,1.8,173.58,179.85,178.74,194.02,153.24,267.21,269.66,221.12,190.27,249.45,189.15,271.3,182.44,167.35,201.19,186.53,173.95,259.5,214.17,265.18,211.87,213.02,155.39,206.9,,17,968,29,17.7,
01.08.19 17:39:13,2.05,166.26,169.55,176.89,192.14,151.44,262.33,269.25,218.8,189.15,249.45,189.15,270.07,179.85,166.26,199.68,185.04,172.48,259.1,213.02,264.77,210.72,212.25,156.11,204.99,,17,968,29,17.72,
01.08.19 17:39:28,2.3,167.72,177.26,173.95,190.27,150.01,261.93,269.66,218.02,188.03,249.85,189.52,269.66,177.63,165.53,198.92,183.56,171.01,258.69,211.87,264.36,210.33,211.48,156.47,204.61,,17,968,29,17.75,
01.08.19 17:39:43,2.55,163.71,173.95,171.74,188.77,147.51,261.52,268.85,216.48,186.91,250.25,189.52,268.85,176.52,164.8,197.79,182.07,168.45,258.29,210.33,264.36,209.57,210.33,156.11,204.23,,17,968,29,17.77,
01.08.19 17:39:58,2.8,163.71,172.85,170.64,187.28,145.37,265.58,268.85,214.55,186.16,249.85,188.77,268.03,174.68,164.08,197.79,181.33,167.72,257.89,208.8,263.55,208.8,209.95,155.75,203.47,,17,968,29,17.79,
01.08.19 17:40:13,3.05,160.81,177.26,169.18,184.67,143.95,267.62,268.44,212.63,184.3,249.45,188.03,267.62,173.21,162.62,196.28,179.85,165.53,257.48,207.28,263.55,207.66,208.8,155.03,202.71,,17,968,29,17.82,
01.08.19 17:40:28,3.3,160.81,173.58,167.72,182.81,142.52,265.58,268.03,210.72,182.81,249.85,187.65,267.21,171.38,162.62,195.9,178.74,162.99,257.08,205.37,262.33,206.9,207.28,155.39,201.95,,17,968,29,17.84,
01.08.19 17:40:43,3.55,159.36,177.26,165.9,181.33,141.81,263.55,267.62,209.19,180.96,249.45,187.28,265.99,170.28,163.35,195.53,177.26,161.17,257.08,204.23,262.33,206.13,206.13,155.39,201.19,,17,968,29,17.88,
01.08.19 17:40:58,3.8,156.83,172.85,165.17,179.85,141.46,262.74,267.21,208.42,180.22,249.45,187.28,265.58,168.82,164.08,195.15,176.52,160.45,257.08,203.09,262.74,204.99,206.13,155.39,200.44,,17,968,29,17.89,
01.08.19 17:41:13,4.05,157.2,176.16,163.71,178,138.98,261.52,267.62,208.04,178.37,249.45,186.91,264.77,168.08,165.9,194.4,175.05,158.28,256.27,201.95,261.93,204.23,204.99,155.03,198.92,,17,968,29,17.91,
01.08.19 17:41:28,4.3,151.8,174.32,161.9,176.16,137.57,260.71,267.62,207.66,176.89,249.85,185.04,264.36,166.63,168.08,195.15,173.95,155.03,256.27,201.19,261.52,203.85,204.61,155.39,198.17,,17,968,29,17.93,
01.08.19 17:41:43,4.55,154.67,174.32,159.72,173.58,136.16,260.71,267.62,207.66,175.79,249.05,183.19,263.55,165.9,168.45,194.4,173.21,152.88,255.87,200.06,261.12,203.09,203.47,155.03,197.41,,17,968,29,17.95,
01.08.19 17:41:58,4.8,149.29,175.42,159.36,172.48,135.81,260.31,268.03,207.66,175.42,249.45,183.19,263.96,165.9,168.45,194.77,172.11,151.8,256.27,199.68,261.52,201.95,202.71,156.11,197.41,,17,968,29,17.95,
01.08.19 17:42:13,5.05,152.16,172.11,158.28,170.64,135.45,259.5,267.62,206.51,173.95,249.45,180.96,263.15,164.8,168.45,194.02,171.01,149.29,255.47,198.17,261.12,200.81,201.57,155.39,196.66,,17,968,29,17.97,
01.08.19 17:42:28,5.3,146.44,175.05,157.2,169.55,134.4,259.1,266.81,205.75,173.21,248.65,179.85,262.74,163.35,169.55,193.27,169.55,147.86,255.07,197.03,260.71,199.3,200.44,155.03,195.9,,17,968,29,18,
01.08.19 17:42:43,5.55,149.65,170.64,156.47,169.18,133.34,258.29,267.21,204.99,172.85,249.05,179.85,262.33,162.62,170.64,193.65,168.45,147.15,254.66,196.66,260.31,198.17,199.68,154.67,195.15,,17,968,29,18.02,
01.08.19 17:42:58,5.8,145.01,175.05,155.75,168.82,132.99,258.29,268.03,204.61,172.11,249.05,179.11,261.93,162.26,171.38,193.65,167.35,146.44,254.66,195.9,260.31,197.41,198.92,154.31,194.02,,17,968,29,18.02,
01.08.19 17:43:13,6.05,145.01,169.55,153.95,167.35,132.64,257.48,266.81,203.09,171.74,248.65,178.37,261.52,160.81,171.01,192.89,165.9,145.01,253.86,194.77,259.5,195.9,197.41,153.59,190.27,,17,968,29,18.04,
01.08.19 17:43:28,6.3,143.23,174.32,153.24,165.53,131.94,257.89,266.81,202.33,171.38,248.65,176.89,260.71,159,171.38,193.27,164.8,143.95,254.26,194.02,259.91,194.77,196.66,152.52,188.03,,17,968,29,18.06,
01.08.19 17:43:43,6.55,140.4,168.45,152.88,165.17,131.94,263.55,266.81,201.57,171.01,248.65,176.52,260.71,158.28,171.38,192.89,164.08,142.17,254.26,194.02,259.91,194.77,195.9,149.65,186.91,,17,968,29,18.07,
01.08.19 17:43:58,6.8,140.75,170.64,151.44,164.08,129.14,262.33,266.4,199.68,170.28,247.46,175.05,259.5,156.83,171.38,192.52,162.26,139.69,253.46,193.65,259.1,193.65,194.4,146.44,186.53,,17,968,29,18.07,
01.08.19 17:44:13,7.05,136.86,168.08,151.08,164.44,128.09,261.12,266.4,198.54,169.55,248.25,175.05,259.91,156.11,171.74,192.89,161.17,138.98,253.46,193.27,258.69,192.89,193.65,144.66,186.16,,17,968,29,18.09,
01.08.19 17:44:28,7.3,137.92,165.9,149.65,163.35,127.04,259.1,266.81,197.79,169.91,247.85,174.68,259.5,154.67,172.48,192.52,160.09,138.28,253.06,192.14,258.69,191.77,192.89,143.59,184.67,,17,968,29,18.09,
01.08.19 17:44:43,7.55,133.34,168.08,148.94,161.9,126.7,258.69,266.81,197.79,169.18,247.46,174.32,259.1,153.59,172.85,192.52,159.36,136.86,253.06,191.39,258.69,191.02,192.14,142.52,183.93,,17,968,29,18.11,
01.08.19 17:44:58,7.8,132.64,162.26,146.44,161.17,126,257.48,266.4,198.17,168.45,247.85,173.58,259.1,151.44,172.48,191.39,157.92,134.75,253.06,190.27,258.29,190.27,191.39,142.17,183.19,,17,968,29,18.11,
01.08.19 17:45:13,8.05,130.19,167.35,146.08,159.36,126,257.48,265.58,199.3,167.72,247.46,172.85,258.29,149.65,172.48,190.64,156.11,134.05,252.66,188.77,257.89,189.52,190.27,141.11,182.81,,17,968,29,18.14,
