Measurement Name :,20190808_resp_2_Day15,,Generated On :,"08/08/2019, 16:20:58",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"08/08/2019, 16:00:02",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"08/08/2019, 16:20:50",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
08.08.19 16:00:04,0.03,176.16,190.27,115.61,259.5,253.06,200.44,199.68,168.82,187.28,204.23,164.8,192.14,170.28,154.67,226.95,190.27,196.66,189.52,227.73,209.57,168.08,198.17,159.72,191.77,,17,968,29,17.14,
08.08.19 16:00:19,0.28,175.05,188.77,113.55,258.69,253.06,199.68,198.92,167.72,186.91,203.09,166.26,191.02,169.91,153.24,226.95,189.15,196.28,185.04,227.34,208.04,166.26,195.9,158.64,191.77,,17,968,29,17.2,
08.08.19 16:00:34,0.53,173.95,189.52,112.17,258.69,253.06,198.54,198.17,166.99,186.53,201.95,166.63,189.52,169.55,152.16,226.95,188.77,195.9,182.81,227.34,206.51,164.8,197.03,157.92,192.14,,17,968,29,17.23,
08.08.19 16:00:49,0.78,171.74,188.03,110.8,258.69,253.06,198.17,197.41,166.26,185.79,200.81,166.26,188.77,169.18,151.44,226.56,188.4,195.53,182.07,226.95,205.75,164.44,197.41,157.2,191.02,,17,968,29,17.29,
08.08.19 16:01:04,1.03,170.64,186.16,108.41,258.29,252.25,196.28,196.28,165.17,184.67,199.68,165.9,187.65,168.45,150.01,225.78,186.91,195.15,181.33,226.17,203.85,162.62,196.28,155.75,190.27,,17,968,29,17.31,
08.08.19 16:01:19,1.28,169.55,186.91,105.34,257.89,252.25,195.9,195.53,164.8,184.67,198.92,166.26,187.28,167.72,149.29,226.17,186.53,195.15,183.56,226.56,203.85,161.9,197.03,155.75,189.9,,17,968,29,17.34,
08.08.19 16:01:34,1.53,168.45,184.67,102.96,257.08,251.45,194.77,194.77,164.08,183.19,197.41,165.9,186.53,166.26,148.22,225.39,185.79,194.77,180.59,225.39,201.57,160.81,197.79,155.03,188.77,,17,968,29,17.36,
08.08.19 16:01:49,1.78,167.35,182.44,100.93,256.68,251.05,194.4,193.65,163.35,182.44,196.66,165.17,185.42,165.17,147.15,224.61,185.04,194.02,185.04,225.39,200.44,159.36,196.66,154.31,188.03,,17,968,29,17.39,
08.08.19 16:02:04,2.03,166.26,182.44,97.54,256.68,251.05,192.89,194.02,162.62,181.7,195.9,164.8,184.67,163.35,146.08,225,184.3,193.65,182.81,224.61,199.3,158.64,197.03,153.24,187.28,,17,968,29,17.43,
08.08.19 16:02:19,2.28,165.17,181.33,94.85,256.68,251.05,191.77,192.89,161.9,180.96,195.15,164.44,184.3,161.54,145.01,225,183.56,192.89,180.22,225,198.92,159,194.4,152.16,187.28,,17,968,29,17.43,
08.08.19 16:02:34,2.53,163.71,180.59,91.16,256.27,251.05,191.02,192.89,161.54,180.59,194.4,163.71,183.19,160.45,144.66,224.61,182.81,192.52,176.16,225,197.79,159,194.02,151.8,186.16,,17,968,29,17.47,
08.08.19 16:02:49,2.78,162.62,178.37,90.15,255.87,250.25,189.9,192.14,160.81,179.85,193.27,163.35,183.19,159.36,143.59,224.22,181.7,191.39,175.42,224.61,197.41,159.36,194.02,150.37,185.42,,17,968,29,17.48,
