Measurement Name :,20190814_resp_3_Day21,,Generated On :,"14/08/2019, 17:07:04",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"14/08/2019, 16:41:26",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"14/08/2019, 17:06:56",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
14.08.19 16:41:29,0.05,169.91,197.41,161.17,186.16,198.17,170.28,90.15,180.59,157.2,190.27,262.74,173.58,188.77,188.4,223.44,179.85,203.09,162.99,175.42,156.47,152.16,151.08,147.51,256.27,,17,968,29,17.97,
14.08.19 16:41:44,0.3,168.45,196.66,158.64,184.67,197.41,168.82,87.81,179.11,154.31,189.15,261.52,171.38,186.91,186.91,222.67,178.37,202.33,161.54,173.95,155.03,150.72,147.86,145.37,256.68,,17,968,29,18,
14.08.19 16:41:59,0.55,166.63,194.4,157.56,184.67,195.53,168.08,86.48,179.11,153.24,188.03,261.93,170.28,185.79,185.79,222.67,177.63,202.33,160.09,173.58,153.95,149.65,146.08,143.59,256.68,,17,968,29,18.02,
14.08.19 16:42:14,0.8,165.9,194.02,156.47,183.56,195.53,167.72,85.15,178,152.16,187.28,261.52,169.91,184.67,185.04,222.67,176.16,201.95,159.72,172.85,152.88,148.58,144.3,142.52,255.87,,17,968,29,18.02,
14.08.19 16:42:29,1.05,165.53,194.02,155.39,183.19,194.4,166.63,83.49,176.89,152.88,187.65,261.52,167.72,183.93,185.42,219.96,175.05,202.71,159.36,172.48,151.8,147.51,143.23,139.34,256.68,,17,968,29,18.06,
14.08.19 16:42:44,1.3,164.44,193.65,154.67,183.19,194.02,165.9,82.82,176.52,151.44,187.28,261.52,166.63,183.56,184.67,221.5,174.68,202.71,159.72,170.28,151.8,146.44,141.11,139.34,257.08,,17,968,29,18.07,
14.08.19 16:42:59,1.55,163.71,192.52,153.95,182.81,191.02,165.53,82.16,176.16,149.65,187.28,261.12,166.26,182.07,183.93,221.12,173.58,202.33,158.64,168.08,150.37,145.72,138.63,138.98,256.27,,17,968,29,18.09,
14.08.19 16:43:14,1.8,162.26,191.77,151.8,180.96,189.52,164.44,80.5,176.52,147.15,186.16,260.71,164.08,180.22,183.19,220.73,172.11,201.57,157.2,165.53,148.58,143.23,135.81,136.51,255.07,,17,968,29,18.11,
14.08.19 16:43:29,2.05,161.54,192.14,150.72,181.33,188.03,164.8,79.18,176.16,145.37,186.16,259.91,163.35,179.11,182.44,220.73,171.01,201.57,157.2,164.44,147.51,141.81,134.05,135.45,253.06,,17,968,29,18.11,
14.08.19 16:43:45,2.32,161.54,190.64,149.65,180.59,187.28,164.08,77.53,175.05,145.01,185.42,260.71,162.99,178,182.44,220.34,170.28,201.57,157.56,162.62,146.08,140.4,131.59,134.75,254.66,,17,968,29,18.13,
14.08.19 16:44:00,2.57,160.45,189.9,148.58,179.85,186.53,163.71,76.54,175.42,144.3,185.42,259.91,161.9,176.89,181.33,220.34,168.45,201.19,157.2,161.54,145.01,137.92,129.84,133.34,253.86,,17,968,29,18.14,
14.08.19 16:44:15,2.82,160.09,189.9,147.51,179.48,186.16,162.99,75.88,175.79,143.59,184.67,259.91,160.45,176.16,180.59,220.73,167.72,201.95,157.2,160.45,144.66,137.22,128.79,131.94,253.86,,17,968,29,18.15,
14.08.19 16:44:30,3.07,158.64,188.77,147.51,178,185.04,162.26,74.57,175.79,143.23,184.67,259.91,159.36,175.42,180.22,220.73,166.63,201.57,156.11,159,143.23,134.4,126.7,130.89,253.86,,17,968,29,18.16,
14.08.19 16:44:45,3.32,158.28,187.65,145.37,176.89,184.67,160.81,72.6,175.42,143.23,184.3,258.29,157.92,174.32,179.11,219.57,165.17,200.81,154.67,156.47,142.17,131.94,124.95,129.14,252.66,,17,968,29,18.18,
14.08.19 16:45:00,3.57,157.92,187.65,145.01,176.16,185.04,160.45,71.94,175.05,142.52,183.56,259.1,157.56,173.21,178.37,219.57,164.08,200.81,154.31,155.39,142.52,133.34,124.26,128.79,251.85,,17,968,29,18.18,
14.08.19 16:45:15,3.82,156.83,186.53,143.95,175.05,185.79,159,70.3,173.95,141.46,183.19,258.69,156.47,172.48,178,219.57,164.08,200.81,152.52,154.67,141.81,132.99,122.87,127.74,252.25,,17,968,29,18.18,
14.08.19 16:45:30,4.07,156.11,186.53,143.23,173.58,185.04,158.28,69.65,173.58,140.4,183.56,258.29,155.75,171.74,177.63,219.18,162.99,200.44,151.08,153.24,139.34,131.59,120.79,125.3,251.45,,17,968,29,18.18,
14.08.19 16:45:45,4.32,155.39,186.16,142.17,173.21,184.67,156.47,68.34,172.48,138.98,183.19,258.29,154.31,171.38,177.26,219.18,160.45,200.81,150.37,152.16,138.28,131.24,119.75,123.91,250.25,,17,968,29,18.2,
14.08.19 16:46:00,4.57,155.03,185.42,141.81,172.11,185.42,155.75,67.69,172.48,138.63,183.19,258.29,153.59,170.64,176.52,219.18,160.09,200.81,150.01,151.8,137.57,131.24,118.71,122.52,250.65,,17,968,29,18.2,
14.08.19 16:46:15,4.82,155.03,185.42,140.4,171.74,185.42,154.31,67.36,170.28,138.28,182.81,259.1,152.52,169.55,176.16,216.09,158.64,200.81,149.65,151.44,137.22,130.89,116.99,120.44,249.05,,17,968,29,18.22,
14.08.19 16:46:30,5.07,152.52,183.93,139.34,170.64,184.3,152.52,66.39,168.82,137.92,183.56,258.69,151.8,168.82,175.42,215.32,156.83,200.81,148.94,150.37,136.16,129.84,115.26,118.71,249.05,,17,968,29,18.23,
14.08.19 16:46:45,5.32,151.08,183.19,138.28,169.55,183.19,150.72,64.76,167.35,136.86,182.81,257.89,150.01,167.72,174.32,214.55,155.03,200.44,147.15,148.94,135.45,128.79,113.55,115.61,249.05,,17,968,29,18.23,
14.08.19 16:47:00,5.57,150.37,181.7,137.57,169.91,183.19,149.29,64.76,166.63,137.22,182.81,257.89,150.01,167.35,174.32,215.32,154.31,201.19,146.79,148.94,135.1,128.79,112.52,115.26,248.25,,17,968,29,18.25,
14.08.19 16:47:15,5.82,148.22,180.59,136.86,168.82,179.85,147.51,64.11,165.9,136.16,182.44,258.29,148.58,166.99,173.95,216.09,152.52,200.81,146.44,148.58,134.75,128.09,111.14,115.26,248.25,,17,968,29,18.25,
14.08.19 16:47:30,6.07,146.79,179.48,135.1,168.08,176.89,146.08,63.13,164.8,136.16,182.07,258.29,147.15,165.9,173.21,213.02,151.08,200.81,145.01,147.86,133.7,127.39,110.12,114.92,248.25,,17,968,29,18.25,
14.08.19 16:47:45,6.32,144.3,177.26,134.4,167.72,174.32,144.3,62.81,162.99,134.75,181.33,257.08,145.72,164.8,172.48,216.87,150.01,200.44,142.88,146.79,133.34,126.35,108.41,114.23,247.46,,17,968,29,18.27,
14.08.19 16:48:00,6.57,142.88,176.89,135.81,167.72,173.58,143.95,60.87,162.99,134.4,181.7,257.08,145.01,164.8,171.74,215.32,149.65,200.81,142.52,146.79,134.75,126.7,107.38,113.89,248.25,,17,968,29,18.27,
14.08.19 16:48:15,6.82,141.46,175.42,135.1,168.45,170.28,143.23,59.25,162.62,134.05,180.96,256.68,144.3,163.71,171.74,215.71,148.58,201.19,141.46,146.08,137.57,126,106.36,112.52,247.46,,17,968,29,18.25,
14.08.19 16:48:30,7.07,140.75,174.32,134.4,168.45,167.35,142.52,58.28,161.17,132.99,180.22,256.27,143.59,162.99,171.01,218.02,147.51,200.81,140.4,145.01,136.16,125.3,104.66,111.83,247.85,,17,968,29,18.27,
14.08.19 16:48:45,7.32,140.04,172.48,133.34,168.45,166.63,141.46,56.67,160.45,132.29,179.11,256.27,142.17,161.9,170.64,214.55,146.44,200.06,138.63,144.66,134.75,124.95,103.3,110.46,246.26,,17,968,29,18.27,
14.08.19 16:49:00,7.57,139.69,172.48,132.64,168.45,166.63,141.46,56.35,161.17,132.29,179.11,257.08,142.17,161.9,170.64,216.48,146.44,200.81,138.28,143.59,135.45,124.61,102.96,110.8,246.66,,17,968,29,18.27,
14.08.19 16:49:15,7.82,138.98,171.38,131.94,167.72,165.53,140.4,55.38,159.36,131.24,177.63,256.68,140.75,160.45,169.91,217.25,145.01,200.06,136.86,142.88,135.81,123.56,101.26,109.43,245.46,,17,968,29,18.27,
14.08.19 16:49:30,8.07,138.63,170.64,131.24,168.08,164.44,140.04,55.06,158.28,130.54,176.52,256.27,139.34,159.72,169.55,214.17,144.3,200.06,135.81,142.52,133.34,123.22,100.59,108.41,245.46,,17,968,29,18.27,
14.08.19 16:49:45,8.32,137.92,169.18,130.89,168.45,164.08,138.63,54.42,157.56,129.84,175.42,255.47,138.63,159.36,169.55,216.48,143.23,200.44,134.75,141.81,132.29,122.52,99.23,108.07,245.46,,17,968,29,18.27,
14.08.19 16:50:00,8.57,136.86,167.35,129.84,164.44,164.08,137.57,52.49,157.2,129.14,175.05,255.07,137.22,158.28,168.82,215.71,140.75,200.06,134.05,140.75,131.59,121.83,97.88,107.38,245.06,,17,968,29,18.27,
14.08.19 16:50:15,8.82,136.16,166.63,129.84,168.08,164.08,136.86,51.21,156.11,128.79,174.32,255.07,136.51,157.56,168.45,214.17,139.34,200.06,133.7,140.04,130.89,121.48,96.53,106.7,244.67,,17,968,29,18.27,
14.08.19 16:50:30,9.07,135.81,164.44,128.44,166.99,164.08,136.86,50.25,156.11,127.74,174.32,255.07,135.45,156.47,168.08,215.71,136.86,200.06,132.99,138.98,131.24,120.79,95.19,105.68,244.27,,17,968,29,18.27,
14.08.19 16:50:45,9.32,135.1,163.71,126,167.35,163.71,135.81,48.65,155.75,126.35,173.95,255.07,134.4,155.75,167.72,214.55,134.75,199.68,131.94,138.28,132.64,119.75,93.51,105,243.48,,17,968,29,18.27,
14.08.19 16:51:00,9.57,135.1,163.71,124.95,167.72,164.08,135.81,48.01,155.03,126,173.58,254.26,134.05,155.39,167.35,214.55,133.34,200.06,131.24,137.57,132.64,119.06,92.16,103.98,243.87,,17,968,29,18.27,
14.08.19 16:51:15,9.82,134.05,163.71,123.22,167.72,163.35,135.81,46.74,155.03,125.65,173.21,253.86,132.99,155.03,166.26,216.48,131.94,200.06,130.89,136.86,133.34,119.4,90.49,102.96,243.87,,17,968,29,18.27,
14.08.19 16:51:31,10.08,133.7,163.35,121.13,167.35,163.35,134.75,46.1,154.31,124.61,172.85,252.66,131.59,153.95,165.53,212.25,130.54,200.06,130.19,135.81,131.94,118.71,88.82,101.6,242.68,,17,968,29,18.29,
14.08.19 16:51:46,10.33,132.99,161.9,119.4,164.44,163.71,134.4,45.15,153.95,123.91,172.48,251.85,130.54,153.59,164.8,216.09,129.84,199.68,129.49,135.1,129.14,118.37,86.81,100.25,241.89,,17,968,29,18.27,
14.08.19 16:52:01,10.58,132.99,162.26,119.06,167.35,162.26,134.4,44.51,153.59,123.56,172.11,251.45,129.84,152.88,164.08,214.94,128.09,199.3,128.79,134.4,127.74,118.71,85.81,99.23,241.89,,17,968,29,18.29,
14.08.19 16:52:16,10.83,132.64,162.62,117.33,165.53,161.9,134.05,42.92,152.52,122.87,172.11,250.65,128.79,152.52,163.35,212.25,127.04,199.68,128.09,134.05,126.7,119.06,84.15,98.22,241.89,,17,968,29,18.27,
14.08.19 16:52:31,11.08,131.59,161.54,115.95,164.08,160.81,132.99,42.29,150.37,122.52,171.74,251.45,127.74,151.44,162.26,214.55,125.3,199.68,126.7,132.99,128.09,118.71,82.82,97.21,241.89,,17,968,29,18.27,
14.08.19 16:52:46,11.33,130.89,160.09,115.61,161.9,159.72,132.64,41.66,149.65,121.48,171.38,251.05,127.04,150.01,161.54,212.25,124.61,198.92,125.65,131.94,123.91,118.37,81.5,95.52,240.3,,17,968,29,18.27,
14.08.19 16:53:01,11.58,130.19,159.72,115.26,162.26,159,132.64,36.29,148.94,121.13,171.74,249.85,126.35,149.65,161.17,213.02,123.91,199.3,125.65,131.59,124.61,118.37,80.83,95.19,240.3,,17,968,29,18.27,
14.08.19 16:53:16,11.83,130.19,159.72,114.23,162.62,158.64,132.64,36.29,148.58,120.44,172.11,249.45,125.65,149.29,160.81,214.55,123.56,199.68,124.61,130.89,123.22,118.71,79.84,94.51,239.91,,17,968,29,18.27,
14.08.19 16:53:31,12.08,129.49,159.72,113.55,157.56,157.2,131.94,35.34,147.86,119.4,171.74,249.05,124.95,148.58,159.72,211.1,122.87,199.3,122.87,129.84,124.95,118.71,78.52,93.84,239.12,,17,968,29,18.29,
14.08.19 16:53:46,12.33,129.14,159,112.17,156.11,157.56,131.94,33.77,147.51,119.4,172.48,249.05,123.91,147.86,158.64,213.79,122.17,199.68,122.52,129.14,124.95,118.37,77.53,93.17,239.51,,17,968,29,18.27,
14.08.19 16:54:01,12.58,128.79,159,111.83,157.56,157.56,130.89,32.83,147.51,118.37,171.74,249.05,122.52,147.15,157.2,213.4,121.48,199.3,121.48,128.09,122.52,118.02,76.21,92.5,239.12,,17,968,29,18.27,
14.08.19 16:54:16,12.83,128.44,158.28,111.49,156.11,157.2,130.89,32.83,147.15,117.68,171.74,248.65,121.48,146.08,156.47,210.33,121.13,199.3,120.44,127.74,120.79,118.02,75.55,91.83,238.33,,17,968,29,18.27,
14.08.19 16:54:31,13.08,128.09,157.2,110.46,151.8,156.83,130.19,33.15,147.15,116.99,171.74,248.25,120.1,145.37,155.39,214.17,121.13,199.3,119.75,126.7,121.13,117.68,74.24,91.16,237.93,,17,968,29,18.27,
14.08.19 16:54:46,13.33,126.7,156.47,108.75,150.72,157.2,129.84,31.89,146.79,115.95,171.38,248.65,119.06,144.3,154.31,210.72,120.44,198.92,118.37,125.3,120.44,116.99,73.58,90.15,237.14,,17,968,29,18.27,
14.08.19 16:55:01,13.58,127.04,156.47,107.04,149.29,157.2,128.79,32.52,147.15,115.26,171.74,248.25,118.37,143.95,153.95,211.87,119.06,199.3,117.33,124.61,120.44,116.99,72.92,89.48,237.54,,17,968,29,18.27,
14.08.19 16:55:16,13.83,126.35,155.03,106.02,149.65,156.47,128.09,33.15,146.08,114.23,171.38,248.65,116.99,143.23,152.52,213.4,117.68,199.3,116.3,123.91,119.06,116.99,72.27,88.48,236.35,,17,968,29,18.27,
14.08.19 16:55:31,14.08,125.3,153.59,105.34,147.15,155.39,127.39,32.52,145.37,113.55,171.38,248.25,116.3,141.81,151.08,209.19,116.64,198.54,115.26,122.52,118.37,115.95,71.29,87.48,236.35,,17,968,29,18.27,
14.08.19 16:55:46,14.33,124.95,153.59,104.32,145.01,155.03,127.04,32.2,145.01,113.55,171.01,248.65,115.26,141.11,150.72,211.87,115.61,198.17,114.58,122.17,117.68,115.95,70.3,86.81,236.35,,17,968,29,18.25,
14.08.19 16:56:01,14.58,124.95,152.52,103.98,145.01,155.03,126.7,31.58,145.01,112.52,171.01,248.65,114.23,140.75,150.01,210.72,113.2,198.54,113.55,120.79,116.99,115.95,69.65,86.15,235.96,,17,968,29,18.27,
14.08.19 16:56:16,14.83,123.56,151.8,102.62,146.44,153.95,125.65,30.64,144.3,111.49,169.91,248.25,112.86,139.69,149.29,208.8,112.17,198.17,112.17,119.4,114.58,114.58,68.67,85.15,235.57,,17,968,29,18.25,
14.08.19 16:56:31,15.08,122.87,151.08,102.28,142.52,154.67,125.3,29.7,142.88,111.14,169.55,247.85,111.83,138.98,148.58,211.87,111.49,198.17,111.49,118.37,112.86,113.55,67.69,84.48,235.96,,17,968,29,18.25,
14.08.19 16:56:46,15.33,122.52,150.37,101.6,141.81,154.67,124.26,28.76,141.81,110.46,169.55,247.85,111.49,137.57,147.86,208.04,110.8,198.54,110.8,117.33,112.52,112.86,67.36,83.49,235.96,,17,968,29,18.25,
14.08.19 16:57:01,15.58,122.87,150.01,100.93,141.11,155.03,123.56,27.83,141.11,109.77,169.18,247.85,109.77,137.22,146.79,209.19,109.77,198.17,110.12,116.64,113.55,112.17,66.71,82.49,234.78,,17,968,29,18.25,
14.08.19 16:57:16,15.83,121.83,149.29,99.91,138.98,153.59,122.52,28.76,139.69,108.41,168.08,247.46,108.41,136.16,145.37,209.95,109.43,197.79,108.75,115.61,112.17,111.49,65.41,81.5,234.39,,17,968,29,18.25,
14.08.19 16:57:31,16.08,121.83,148.94,98.22,138.63,154.31,121.48,27.21,139.69,108.07,167.72,247.46,107.72,135.1,145.37,206.13,108.75,198.17,108.41,115.26,110.12,110.8,65.08,80.83,234.78,,17,968,29,18.25,
14.08.19 16:57:46,16.33,121.48,147.86,97.54,137.22,153.95,120.1,26.89,138.28,106.7,166.63,247.85,106.36,134.05,145.01,209.57,108.07,197.79,107.38,113.89,114.23,109.43,64.11,80.17,234.39,,17,968,29,18.25,
14.08.19 16:58:01,16.58,120.1,147.15,96.87,136.51,151.8,118.37,26.27,136.86,106.02,165.9,248.65,105.68,133.34,144.3,208.04,107.72,197.79,106.36,112.86,113.55,108.07,63.13,79.84,234.39,,17,968,29,18.23,
14.08.19 16:58:16,16.83,120.1,145.72,94.85,135.81,151.8,117.68,22.85,136.51,105.68,165.53,247.85,104.32,132.64,145.37,206.13,108.07,198.17,105.68,112.17,113.55,107.72,62.49,79.18,233.99,,17,968,29,18.23,
14.08.19 16:58:31,17.08,119.4,145.01,94.51,135.81,151.08,116.99,21.92,135.45,104.66,164.8,247.06,103.64,131.94,145.01,209.57,107.04,198.17,105,111.14,113.89,106.36,61.84,78.85,233.21,,17,968,29,18.23,
14.08.19 16:58:46,17.33,118.37,143.59,93.17,134.75,150.37,115.95,21.61,134.4,103.98,164.44,247.06,101.94,130.89,144.66,205.75,106.36,198.17,104.32,110.46,110.46,105.34,60.54,77.53,232.82,,17,968,29,18.23,
14.08.19 16:59:01,17.58,117.68,143.59,92.16,135.45,150.01,114.92,21.92,134.05,103.64,163.71,247.46,100.93,130.54,143.95,207.28,106.02,198.54,103.64,109.77,111.14,104.32,60.22,76.87,232.82,,17,968,29,18.22,
14.08.19 16:59:16,17.83,116.99,143.59,89.82,134.75,149.65,113.89,21.92,133.7,103.3,163.35,247.46,99.57,130.19,143.23,208.8,106.02,198.54,102.96,108.75,109.43,103.3,59.57,75.88,233.21,,17,968,29,18.22,
14.08.19 16:59:31,18.08,116.64,143.23,89.15,133.34,149.29,113.2,21.3,132.29,102.28,162.62,246.66,98.22,129.14,142.17,204.61,105.68,198.17,101.6,107.72,105.68,101.6,58.28,75.22,232.82,,17,968,29,18.23,
14.08.19 16:59:46,18.33,115.61,143.59,87.48,132.64,147.51,112.86,20.69,132.64,101.94,161.54,247.06,97.54,128.79,142.52,208.04,105.34,198.54,101.26,107.38,109.43,101.26,57.96,74.24,232.82,,17,968,29,18.22,
