Measurement Name :,20190811_resp_1_Day18,,Generated On :,"11/08/2019, 13:58:24",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
11.08.19 13:30:50,2.3,183.56,129.84,236.75,253.46,193.65,193.65,201.19,177.63,192.52,174.32,198.17,166.26,173.95,244.67,184.67,177.26,185.42,164.08,230.46,173.58,180.96,185.04,171.38,171.01,,17,968,29,17.77,
11.08.19 13:31:05,2.55,185.42,130.19,234.39,252.66,193.65,187.65,200.44,174.32,191.77,173.58,197.79,169.55,173.95,243.87,183.56,176.16,183.93,164.8,230.46,172.48,179.48,184.67,170.28,169.91,,17,968,29,17.79,
11.08.19 13:31:20,2.8,184.3,131.59,231.25,254.66,193.27,190.64,200.06,172.85,191.02,172.85,197.41,163.35,173.21,243.08,182.07,175.05,182.44,162.62,230.46,171.38,178.74,185.42,169.55,169.18,,17,968,29,17.79,
11.08.19 13:31:35,3.05,179.48,132.29,233.99,249.85,191.77,191.39,199.68,171.74,190.27,171.01,196.28,166.99,171.74,241.89,181.33,173.95,181.33,161.54,230.07,170.28,177.63,185.42,168.08,168.08,,17,968,29,17.82,
11.08.19 13:31:50,3.3,182.44,132.99,232.82,253.06,191.77,186.53,196.66,171.74,189.9,170.28,195.53,162.99,171.01,241.49,181.7,174.32,180.22,160.81,230.46,168.08,176.89,185.42,167.72,167.35,,17,968,29,17.82,
11.08.19 13:32:05,3.55,182.07,133.7,232.82,248.25,190.64,189.52,195.15,170.64,188.03,169.18,194.77,164.8,171.01,240.7,181.33,173.58,178.37,160.09,230.07,167.72,176.16,184.67,165.53,165.9,,17,968,29,17.84,
11.08.19 13:32:20,3.8,177.63,135.1,233.21,251.45,189.52,190.27,194.02,169.18,185.42,167.72,193.65,164.8,169.18,239.91,180.22,172.48,176.16,159,229.68,165.53,174.68,184.67,164.8,164.44,,17,968,29,17.84,
11.08.19 13:32:35,4.05,179.85,135.45,230.86,245.46,188.77,183.93,194.02,168.45,184.3,166.63,192.52,160.81,168.08,239.12,177.63,171.01,175.42,157.56,229.68,164.08,173.95,183.56,163.71,163.35,,17,968,29,17.86,
11.08.19 13:32:50,4.3,178,135.81,232.03,249.05,188.4,186.16,194.4,168.08,183.93,165.17,192.14,164.44,166.99,237.93,177.26,170.28,174.68,156.47,229.29,163.35,173.21,183.56,162.99,163.35,,17,968,29,17.86,
11.08.19 13:33:05,4.55,175.79,135.81,232.82,245.86,187.65,186.91,192.89,166.26,182.81,164.08,190.64,160.45,167.72,237.93,176.52,169.91,174.32,155.03,229.29,161.9,172.48,183.19,162.62,162.62,,17,968,29,17.88,
11.08.19 13:33:20,4.8,177.63,136.16,229.68,247.85,186.91,183.93,190.64,165.53,182.07,163.35,189.15,163.71,164.8,236.75,175.79,168.45,173.58,153.59,229.29,161.17,171.74,183.19,161.9,162.26,,17,968,29,17.88,
11.08.19 13:33:36,5.07,172.11,135.45,232.03,246.26,186.16,183.93,190.64,164.44,180.22,162.26,190.27,158.64,163.71,235.96,174.68,167.35,173.21,151.44,228.51,160.09,171.01,182.81,160.45,159.72,,17,968,29,17.89,
11.08.19 13:33:50,5.3,169.91,134.4,232.03,247.06,186.53,184.67,193.27,164.44,180.59,161.54,189.9,160.45,162.99,235.57,173.58,166.99,171.74,150.37,228.9,159.36,170.64,182.81,159.72,157.56,,17,968,29,17.89,
11.08.19 13:34:05,5.55,171.01,134.4,229.68,246.26,185.04,181.7,192.89,163.71,179.48,160.09,188.77,159.36,161.17,234.78,172.85,166.26,170.64,149.29,228.9,158.28,170.28,182.07,159,155.39,,17,968,29,17.89,
11.08.19 13:34:21,5.82,166.99,134.05,231.25,245.06,184.67,182.44,192.14,163.71,178.74,159.72,188.77,156.11,160.81,234.39,172.48,166.26,169.55,148.22,228.51,157.92,169.18,181.7,157.92,152.16,,17,968,29,17.9,
11.08.19 13:34:36,6.07,164.8,133.7,231.64,245.86,183.93,182.44,191.02,162.26,178,158.28,187.65,160.45,161.54,233.99,171.74,165.9,169.55,147.51,228.51,157.56,168.45,181.33,156.83,149.65,,17,968,29,17.89,
11.08.19 13:34:51,6.32,166.99,132.64,228.9,243.48,183.93,178.74,189.52,161.9,176.89,157.2,186.16,154.67,160.45,233.21,169.91,164.8,169.18,145.72,227.73,156.47,167.35,180.59,155.75,146.79,,17,968,29,17.89,
11.08.19 13:35:06,6.57,165.53,132.29,231.64,247.06,183.56,179.11,186.16,161.54,177.26,153.59,186.16,158.28,159.72,233.6,168.82,164.8,169.55,145.01,228.51,155.75,166.99,180.22,155.03,146.44,,17,968,29,17.89,
11.08.19 13:35:21,6.82,163.71,132.99,230.07,242.68,183.93,178,186.16,159.72,175.05,151.08,185.79,153.59,157.2,232.03,167.35,164.44,168.82,144.3,228.51,155.39,165.9,179.48,154.31,144.3,,17,968,29,17.91,
11.08.19 13:35:36,7.07,165.53,130.89,229.68,245.06,182.44,179.48,185.04,160.09,174.32,149.29,184.67,155.75,156.83,232.03,165.17,165.53,168.45,142.88,227.34,154.31,164.44,178.74,153.24,141.81,,17,968,29,17.93,
11.08.19 13:35:51,7.32,163.35,130.54,231.64,242.28,183.19,174.32,185.04,159.72,174.32,148.58,184.3,154.31,157.2,231.64,164.08,166.63,167.72,142.17,227.34,153.24,163.71,176.89,152.52,139.69,,17,968,29,17.93,
11.08.19 13:36:06,7.57,162.26,129.84,228.9,245.46,182.81,175.42,184.3,159,172.48,146.44,183.56,153.24,156.47,230.86,162.26,166.26,167.35,141.11,227.34,152.52,162.62,174.68,150.72,136.86,,17,968,29,17.93,
11.08.19 13:36:21,7.82,164.44,129.84,229.68,243.08,182.81,175.05,184.67,157.56,172.48,145.72,182.44,154.67,153.95,231.64,161.54,166.63,166.99,140.04,227.73,152.88,162.26,172.48,149.65,135.45,,17,968,29,17.91,
11.08.19 13:36:36,8.07,162.26,129.14,231.25,243.87,182.07,177.63,183.19,156.47,171.74,143.95,180.96,149.29,155.03,230.86,160.09,166.26,166.26,138.63,227.34,151.44,160.81,171.38,148.58,134.75,,17,968,29,17.93,
11.08.19 13:36:51,8.32,162.62,129.14,228.51,243.08,181.33,171.74,182.07,155.75,171.01,142.88,180.22,153.95,151.8,230.46,158.64,166.99,165.17,137.92,226.95,150.72,159.36,170.28,146.79,135.1,,17,968,29,17.93,
11.08.19 13:37:06,8.57,164.8,128.44,230.07,242.68,182.07,170.28,182.44,156.83,171.01,141.11,179.11,148.94,151.8,230.07,157.92,166.99,164.8,137.22,227.34,150.01,158.64,169.91,146.08,136.16,,17,968,29,17.93,
11.08.19 13:37:21,8.82,160.09,128.09,231.64,244.67,182.07,169.18,185.79,157.2,169.91,140.04,178.37,153.59,151.44,230.07,157.2,166.26,163.35,135.81,227.34,149.65,157.56,169.55,145.37,137.57,,17,968,29,17.93,
11.08.19 13:37:36,9.07,159.72,128.09,228.9,242.28,182.07,167.35,180.96,157.92,168.08,138.98,177.63,150.01,150.01,229.68,154.67,165.17,162.26,135.1,226.95,148.94,156.83,169.18,143.95,138.28,,17,968,29,17.93,
11.08.19 13:37:51,9.32,162.26,127.74,230.46,245.06,180.22,167.35,180.59,157.2,165.53,137.57,176.89,151.08,147.51,229.29,152.52,164.44,161.17,134.05,226.95,147.51,155.39,168.08,142.52,138.28,,17,968,29,17.93,
11.08.19 13:38:06,9.57,157.56,127.04,230.07,241.1,179.48,166.26,178.74,156.47,164.44,136.16,176.16,149.65,147.86,228.9,151.44,162.62,159.72,132.99,226.56,146.44,154.67,167.35,142.17,138.28,,17,968,29,17.93,
11.08.19 13:38:21,9.82,158.28,126.35,228.51,244.27,178.74,165.9,179.11,157.2,163.35,135.45,176.16,147.86,146.79,228.9,150.37,161.17,159,132.29,226.56,146.44,153.95,166.99,141.81,138.28,,17,968,29,17.93,
11.08.19 13:38:36,10.07,160.45,125.65,230.86,240.7,178,163.71,178.37,157.2,163.35,133.7,175.42,150.37,145.01,228.12,149.65,160.45,157.92,131.24,226.95,146.79,152.88,166.26,141.81,137.92,,17,968,29,17.93,
11.08.19 13:38:51,10.32,157.2,126,229.29,243.87,177.26,166.26,179.85,156.11,163.35,133.34,174.32,146.44,144.66,228.12,149.29,159.72,157.56,130.19,226.56,147.15,152.16,164.44,141.11,137.22,,17,968,29,17.95,
11.08.19 13:39:06,10.57,156.83,124.95,229.29,240.7,175.79,166.63,178,155.75,163.35,132.64,173.58,149.29,143.59,228.12,148.58,162.26,157.2,129.84,226.56,146.79,151.44,164.08,140.4,137.22,,17,968,29,17.95,
11.08.19 13:39:21,10.82,159.36,124.61,230.86,243.48,175.05,164.44,177.26,155.03,163.35,131.24,173.58,145.37,143.23,227.73,147.51,162.99,157.2,129.14,226.17,147.15,151.08,164.08,140.04,138.28,,17,968,29,17.95,
11.08.19 13:39:36,11.07,156.47,123.91,228.51,241.1,174.32,162.26,175.79,155.03,161.17,130.54,172.85,147.51,142.17,227.73,146.79,162.26,155.03,128.09,226.17,146.79,149.65,163.35,138.98,137.92,,17,968,29,17.95,
11.08.19 13:39:51,11.32,155.03,123.56,230.07,242.28,173.58,164.08,174.32,154.31,159,130.19,172.85,145.37,142.17,227.73,146.08,161.54,153.95,127.39,226.56,146.44,149.29,162.99,137.92,137.57,,17,968,29,17.95,
11.08.19 13:40:06,11.57,157.56,122.52,230.46,241.49,172.85,163.35,173.21,155.03,155.75,129.14,171.01,145.01,139.34,227.34,145.01,161.54,153.24,126.35,226.17,145.37,148.58,161.17,136.86,137.57,,17,968,29,17.95,
11.08.19 13:40:21,11.82,155.75,122.17,228.12,240.7,172.85,159.72,172.11,154.31,153.95,128.44,171.01,145.37,140.4,227.34,145.37,161.54,152.88,126,226.56,146.08,147.15,160.45,135.81,137.22,,17,968,29,17.95,
11.08.19 13:40:36,12.07,153.24,121.13,230.07,242.28,171.38,161.17,170.64,154.31,152.52,127.39,169.55,142.88,138.98,226.95,143.95,160.81,151.44,124.95,225.78,145.37,145.72,159.36,134.05,137.22,,17,968,29,17.95,
11.08.19 13:40:51,12.32,156.47,119.75,229.68,238.72,170.28,160.81,171.74,153.95,152.16,127.04,167.72,144.66,136.51,226.95,142.88,160.09,150.72,123.91,225.78,144.66,143.95,158.64,131.94,137.57,,17,968,29,17.95,
11.08.19 13:41:06,12.57,153.95,119.4,227.34,242.28,169.91,157.2,171.01,153.95,151.44,126.35,166.63,140.4,138.28,226.95,142.17,159.72,150.01,123.22,225.78,145.01,143.59,159,131.24,138.98,,17,968,29,17.95,
11.08.19 13:41:21,12.82,151.44,118.71,230.07,238.72,168.82,159.36,169.91,153.95,149.65,125.65,164.8,143.23,137.22,226.95,140.04,158.64,149.29,121.83,225.78,145.37,142.88,157.92,130.19,135.81,,17,968,29,17.97,
11.08.19 13:41:36,13.07,154.31,118.02,228.12,241.89,168.45,158.64,169.18,153.59,149.65,124.61,163.71,138.63,136.51,226.95,137.92,157.2,148.22,121.13,225.78,145.01,142.52,157.2,128.79,135.81,,17,968,29,17.95,
11.08.19 13:41:51,13.32,152.88,117.33,228.51,239.12,167.35,153.95,169.18,153.95,148.58,123.56,162.99,140.75,135.45,226.17,136.51,156.83,147.86,119.75,225.78,145.37,142.17,157.2,128.44,136.51,,17,968,29,17.97,
11.08.19 13:42:06,13.57,150.72,117.33,229.68,243.08,166.63,155.75,168.45,153.95,148.22,122.52,162.62,139.69,135.1,226.95,135.81,156.11,146.79,119.06,226.17,145.37,141.81,156.83,128.44,135.81,,17,968,29,17.95,
11.08.19 13:42:21,13.82,152.88,115.61,227.34,239.91,165.9,153.59,166.63,153.59,147.51,121.13,161.9,136.16,133.7,226.17,134.75,156.11,145.37,117.33,225,144.3,140.75,156.83,127.74,134.4,,17,968,29,17.97,
11.08.19 13:42:36,14.07,151.08,115.26,228.9,241.1,164.8,153.24,166.63,152.88,146.44,119.75,161.17,139.34,133.7,226.17,133.34,155.75,144.66,116.64,225.39,144.3,140.4,156.83,127.04,133.34,,17,968,29,17.95,
11.08.19 13:42:51,14.32,148.94,114.92,229.68,240.3,164.44,152.16,165.9,152.88,146.08,118.37,159.72,135.45,132.64,226.17,132.29,155.03,144.66,115.26,225.39,143.59,140.04,155.75,126,133.7,,17,968,29,17.95,
11.08.19 13:43:06,14.57,150.72,113.89,226.95,239.51,163.71,152.52,165.53,151.8,144.66,116.64,158.28,137.57,131.59,225,130.89,155.03,143.23,113.89,225,142.52,138.98,154.67,124.61,132.64,,17,968,29,17.97,
11.08.19 13:43:21,14.82,148.58,113.89,229.29,241.1,163.71,150.72,165.17,151.8,144.66,116.3,157.92,133.7,130.19,226.17,130.54,155.39,142.88,112.52,225.78,142.52,138.63,153.95,123.91,132.29,,17,968,29,17.97,
11.08.19 13:43:36,15.07,147.51,113.2,228.9,238.33,163.35,149.29,164.8,152.16,144.3,116.3,157.92,136.16,130.89,226.56,129.49,155.03,142.88,111.49,225.78,142.17,138.63,153.24,123.56,132.29,,17,968,29,17.95,
11.08.19 13:43:51,15.32,148.22,112.86,226.56,240.7,162.26,149.65,163.35,151.8,143.95,114.92,156.83,133.34,129.49,225.78,128.44,153.95,141.81,110.12,225.39,139.69,137.57,152.16,122.17,131.24,,17,968,29,17.95,
11.08.19 13:44:06,15.57,146.44,112.52,229.29,237.93,161.17,148.94,163.35,150.37,143.59,114.23,156.11,132.99,128.09,225.78,127.74,153.95,141.81,109.09,225.39,139.34,137.22,151.08,121.83,130.89,,17,968,29,17.95,
11.08.19 13:44:21,15.82,145.37,112.17,228.12,241.89,160.81,146.44,162.62,149.65,143.23,113.2,156.11,132.99,127.04,225.78,126.7,153.59,141.46,108.07,225.39,139.34,136.86,150.01,120.44,130.19,,17,968,29,17.95,
11.08.19 13:44:36,16.07,147.15,111.83,226.56,237.93,160.45,146.79,162.99,149.29,143.23,112.52,155.39,130.89,125.65,225.39,125.65,153.24,140.4,107.38,225,138.98,135.81,148.94,119.75,129.14,,17,968,29,17.95,
11.08.19 13:44:51,16.32,145.37,111.83,228.51,241.1,159,145.37,165.9,148.22,143.23,111.83,155.03,132.64,125.3,225.39,124.26,152.88,139.69,106.36,225,139.34,135.1,148.22,118.02,130.19,,17,968,29,17.95,
11.08.19 13:45:06,16.57,143.23,110.8,227.73,237.93,159,142.17,161.9,147.51,138.98,110.8,154.67,129.14,125.65,225.39,121.83,151.44,139.34,105.34,225,138.28,134.4,147.86,116.99,130.54,,17,968,29,17.95,
11.08.19 13:45:21,16.82,146.08,110.12,226.95,239.91,159,144.66,161.54,146.08,139.34,110.12,153.59,131.24,123.91,225.39,120.79,151.08,138.63,104.66,224.61,138.28,133.7,146.79,115.26,130.89,,17,968,29,17.95,
11.08.19 13:45:36,17.07,143.95,109.43,227.73,238.33,158.64,144.3,160.45,145.37,138.63,108.75,153.24,127.39,123.91,225.39,119.75,150.37,137.92,103.3,225,137.92,132.99,145.72,113.55,130.54,,17,968,29,17.95,
11.08.19 13:45:51,17.32,141.11,109.09,226.95,239.91,158.64,140.75,160.45,145.01,138.63,108.41,152.52,128.79,122.17,225,118.02,148.94,136.51,101.94,224.61,137.57,132.64,144.66,112.52,129.49,,17,968,29,17.95,
11.08.19 13:46:06,17.57,143.59,108.07,227.34,239.12,158.28,143.59,159.36,143.59,138.63,107.04,151.44,126.7,121.83,224.61,114.58,148.22,135.45,100.25,224.61,136.16,131.24,143.59,111.49,127.39,,17,968,29,17.95,
11.08.19 13:46:21,17.82,142.17,107.38,228.51,237.93,158.64,142.88,158.64,142.52,138.28,106.36,150.37,125.65,120.79,225,112.86,147.15,134.4,98.9,224.61,135.1,131.24,142.88,110.12,126.35,,17,968,29,17.93,
11.08.19 13:46:36,18.07,138.63,106.36,225,238.72,158.64,136.86,159,142.52,137.57,105.34,150.01,126.35,120.44,224.61,112.86,147.15,132.64,97.88,224.61,134.4,130.19,142.17,109.09,125.65,,17,968,29,17.95,
11.08.19 13:46:51,18.32,140.4,106.36,226.56,236.75,158.64,137.22,158.28,142.17,136.86,104.66,149.65,124.26,120.1,224.61,112.17,147.86,131.59,96.87,224.61,133.34,129.49,142.17,108.41,124.95,,17,968,29,17.95,
11.08.19 13:47:06,18.57,138.63,105.68,226.95,239.51,158.28,140.4,157.56,142.17,133.34,103.3,148.94,124.95,118.71,224.22,110.46,146.44,130.19,95.52,224.61,131.59,128.44,141.46,107.04,123.56,,17,968,29,17.93,
11.08.19 13:47:21,18.82,135.45,105,226.56,236.75,159.36,138.28,157.92,142.17,132.29,102.28,148.58,121.83,118.02,225,109.77,146.08,129.84,94.85,224.61,132.29,127.74,141.46,106.36,122.17,,17,968,29,17.93,
11.08.19 13:47:36,19.07,137.57,104.66,228.12,239.12,159,135.45,156.83,141.46,131.24,100.93,147.51,123.22,118.02,224.22,108.75,146.44,129.14,93.51,223.83,131.59,126,140.4,105.34,120.79,,17,968,29,17.95,
11.08.19 13:47:51,19.32,135.81,103.98,226.95,236.35,158.64,139.69,157.2,141.11,129.84,100.25,147.15,120.1,116.64,224.61,107.04,147.51,128.44,92.5,224.22,130.89,125.65,139.69,104.32,120.44,,17,968,29,17.93,
11.08.19 13:48:06,19.57,132.64,103.3,226.56,239.51,158.64,138.63,156.47,140.4,129.14,99.23,146.79,121.13,116.3,224.22,105.68,145.72,127.04,91.16,223.83,130.19,124.95,139.34,103.3,119.75,,17,968,29,17.95,
11.08.19 13:48:21,19.82,135.81,102.96,226.56,236.35,157.92,135.81,155.03,138.63,128.44,98.22,145.72,119.4,115.95,224.22,103.64,145.01,126.35,90.15,223.83,129.49,123.56,138.63,101.94,118.37,,17,968,29,17.93,
11.08.19 13:48:36,20.07,135.45,102.62,226.56,239.12,157.56,140.4,155.39,137.22,128.44,97.54,145.01,118.71,115.26,224.22,103.3,145.01,126,89.15,224.61,128.44,122.17,137.92,100.93,117.68,,17,968,29,17.93,
11.08.19 13:48:51,20.32,131.24,102.28,226.56,237.14,157.2,138.63,154.67,136.16,128.44,96.53,144.3,118.71,114.92,224.22,101.26,144.66,125.3,88.15,224.22,128.09,121.13,137.57,98.9,119.06,,17,968,29,17.95,
