Measurement Name :,20190811_resp_2_Day18,,Generated On :,"11/08/2019, 16:08:06",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
11.08.19 16:00:16,12.32,122.87,160.81,145.37,145.72,161.17,150.01,185.79,179.85,119.4,160.81,240.3,236.35,68.34,233.21,142.17,155.03,170.28,131.94,237.54,131.59,132.99,148.22,68.34,134.75,,17,968,29,17.61,
11.08.19 16:00:31,12.57,123.56,160.81,144.66,145.72,159.72,148.58,185.04,179.11,112.86,160.09,239.91,235.96,67.04,233.6,141.11,154.67,169.91,130.89,236.75,130.89,127.39,148.58,67.04,134.05,,17,968,29,17.61,
11.08.19 16:00:46,12.82,121.48,159.36,145.01,145.37,160.81,148.94,185.42,178.74,110.8,159.72,239.91,235.96,62.81,233.21,140.4,155.03,170.64,130.89,237.54,130.19,129.14,148.94,66.71,132.64,,17,968,29,17.61,
11.08.19 16:01:01,13.07,119.06,157.92,143.95,145.01,160.81,147.86,184.67,178.37,109.77,159.36,239.91,236.35,60.54,233.6,140.04,154.67,171.74,129.49,236.35,129.49,126.35,148.58,66.06,132.29,,17,968,29,17.61,
11.08.19 16:01:16,13.32,120.79,156.83,143.23,145.01,161.9,147.15,185.04,177.26,109.43,158.64,239.91,235.96,60.87,233.6,139.34,153.95,172.48,128.44,235.96,129.49,127.39,148.22,64.43,131.24,,17,968,29,17.61,
11.08.19 16:01:31,13.57,119.06,155.39,142.52,144.3,162.62,147.15,184.67,176.52,109.09,157.92,239.91,235.57,59.9,233.99,138.98,153.24,172.11,127.74,235.96,128.44,128.09,146.79,61.19,131.24,,17,968,29,17.63,
11.08.19 16:01:46,13.82,116.3,154.67,142.17,144.3,162.26,146.44,183.93,175.79,109.77,160.09,239.51,235.57,57.96,233.21,137.57,152.16,172.11,126.7,235.17,128.09,125.3,146.44,58.28,130.54,,17,968,29,17.63,
11.08.19 16:02:01,14.07,117.68,153.24,142.17,143.59,162.62,146.44,183.93,175.05,109.09,159.72,239.12,235.96,58.28,233.21,137.22,151.8,171.38,126,235.57,127.39,125.65,146.08,56.35,130.19,,17,968,29,17.64,
11.08.19 16:02:16,14.32,119.06,152.88,141.81,142.88,161.54,145.72,183.56,173.95,109.09,159.72,239.51,235.96,58.6,233.21,137.22,151.08,171.01,126.7,235.17,126.35,120.79,146.08,54.74,129.49,,17,968,29,17.61,
11.08.19 16:02:31,14.57,112.52,150.72,140.75,141.46,160.09,145.01,182.81,173.21,107.38,159.72,238.72,235.17,56.67,233.21,135.81,150.72,169.55,123.91,235.17,125.65,122.87,142.88,53.45,127.74,,17,968,29,17.64,
11.08.19 16:02:46,14.82,115.95,149.29,140.04,142.17,160.45,144.66,183.19,172.85,108.41,156.11,238.72,235.96,58.6,233.6,135.45,150.37,169.18,124.61,235.17,124.95,123.91,143.23,52.81,127.04,,17,968,29,17.64,
11.08.19 16:03:01,15.07,115.26,148.58,139.69,140.75,159,143.59,183.19,172.11,106.7,153.95,238.33,235.57,56.67,233.6,135.1,149.65,168.08,123.22,235.17,124.26,120.1,142.52,52.17,126,,17,968,29,17.64,
11.08.19 16:03:16,15.32,110.46,147.15,139.34,140.04,155.75,142.88,182.81,171.74,105.68,152.52,237.93,235.17,53.77,234.78,134.05,148.94,167.72,122.52,235.17,123.22,121.48,141.46,51.21,125.65,,17,968,29,17.64,
11.08.19 16:03:31,15.57,112.52,147.15,139.34,139.69,155.03,141.81,182.44,170.64,103.3,151.8,237.14,235.17,55.06,233.6,133.7,148.94,166.63,122.17,234.78,122.17,120.1,141.46,50.57,124.95,,17,968,29,17.64,
11.08.19 16:03:46,15.82,112.52,145.72,137.92,138.63,155.75,140.75,181.7,169.91,101.6,150.37,236.35,235.17,53.45,233.6,132.29,148.22,166.99,121.48,234.78,121.13,114.92,136.16,48.65,124.26,,17,968,29,17.64,
11.08.19 16:04:01,16.07,109.43,143.59,137.22,137.92,156.11,141.11,179.48,168.82,100.93,150.01,235.96,234.78,51.53,233.99,131.59,147.86,165.53,120.79,234.78,120.79,116.99,132.99,47.38,124.26,,17,968,29,17.64,
11.08.19 16:04:16,16.32,107.04,142.88,135.45,137.57,156.47,141.81,179.48,168.08,100.59,148.94,235.17,234.78,52.81,233.99,131.59,147.51,164.8,120.1,234.78,119.4,116.64,133.34,46.42,122.52,,17,968,29,17.64,
11.08.19 16:04:31,16.57,107.72,143.23,135.1,136.86,156.83,139.69,179.11,167.72,100.93,149.29,235.17,234.78,50.57,235.96,130.54,147.15,163.71,125.65,234.78,118.71,114.92,136.51,45.46,122.17,,17,968,29,17.64,
11.08.19 16:04:46,16.82,108.41,142.17,133.34,136.51,158.64,137.57,178.37,166.99,100.93,148.58,235.57,234.78,48.33,235.57,130.19,147.15,164.8,125.65,234.78,118.71,114.92,135.45,44.83,121.83,,17,968,29,17.64,
11.08.19 16:05:01,17.07,105.68,141.11,132.99,135.45,157.2,136.86,178,166.26,104.32,148.22,235.57,235.17,50.25,233.6,129.84,146.79,163.35,123.91,233.99,117.68,111.14,132.99,43.56,121.48,,17,968,29,17.64,
11.08.19 16:05:16,17.32,103.3,142.52,131.59,134.75,156.47,136.51,176.52,164.44,98.56,147.51,235.17,234.39,49.61,232.82,128.44,146.08,162.99,122.87,234.39,116.3,105.68,132.64,43.24,120.44,,17,968,29,17.64,
11.08.19 16:05:31,17.57,104.32,142.52,130.89,134.75,155.03,136.86,176.52,163.35,95.86,147.86,235.17,234.78,44.83,233.6,128.79,146.44,162.99,122.17,234.39,115.61,103.3,131.24,43.24,120.1,,17,968,29,17.64,
11.08.19 16:05:46,17.82,100.93,144.3,129.84,134.05,153.24,137.92,175.42,161.54,94.51,147.15,235.17,234.39,45.78,232.82,127.74,146.08,161.9,120.1,233.99,114.58,103.3,131.59,43.24,118.71,,17,968,29,17.64,
11.08.19 16:06:01,18.07,100.25,144.3,129.14,133.34,152.16,134.75,174.68,159.72,94.51,147.15,235.17,234.39,46.1,233.21,126.7,145.37,160.81,119.75,233.99,113.89,105.34,130.89,42.29,118.37,,17,968,29,17.65,
11.08.19 16:06:16,18.32,100.59,143.59,128.44,132.29,151.08,134.4,173.95,157.92,94.51,146.44,234.78,234.39,41.97,233.21,125.3,144.66,161.17,118.37,233.6,112.86,107.38,129.14,41.34,117.33,,17,968,29,17.65,
11.08.19 16:06:31,18.57,99.57,143.23,127.39,130.89,150.01,134.4,173.58,156.47,94.51,146.44,234.78,233.6,41.97,232.42,123.91,144.66,160.09,118.37,233.21,111.83,109.77,128.44,41.34,116.99,,17,968,29,17.65,
11.08.19 16:06:46,18.82,97.88,142.52,127.39,130.89,149.65,134.4,173.21,156.11,94.85,146.44,235.17,233.99,43.56,233.21,124.95,143.95,161.17,118.02,233.6,110.8,102.96,128.09,41.66,115.95,,17,968,29,17.64,
11.08.19 16:07:01,19.07,98.56,140.4,126,130.19,148.58,133.34,172.85,155.39,96.2,147.15,234.39,233.99,38.18,232.82,123.22,143.23,159.36,116.3,233.21,109.43,98.9,126,40.07,114.92,,17,968,29,17.65,
11.08.19 16:07:16,19.32,97.88,140.75,126,130.19,150.37,133.34,172.48,155.75,96.53,148.58,234.78,233.99,36.92,233.21,122.87,143.23,159.72,115.95,233.6,109.09,99.91,126.7,40.39,114.23,,17,968,29,17.64,
11.08.19 16:07:31,19.57,97.54,136.51,126,129.49,149.29,132.99,172.11,155.75,94.51,149.29,234.39,233.99,37.55,232.82,122.17,142.52,158.64,115.26,233.99,107.72,101.6,125.65,39.76,113.2,,17,968,29,17.64,
11.08.19 16:07:47,19.83,94.51,135.45,126,129.14,150.01,132.64,172.85,156.83,90.49,149.29,234.39,233.6,34.09,233.21,121.13,142.17,157.56,113.89,233.99,106.02,98.9,126,39.44,112.17,,17,968,29,17.65,
