Measurement Name :,20190804_resp_2_Day11,,Generated On :,"04/08/2019, 19:29:21",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"04/08/2019, 19:11:51",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"04/08/2019, 19:29:12",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
04.08.19 19:11:54,0.05,148.94,135.45,265.18,168.82,125.65,265.99,60.87,276.23,265.58,201.19,166.63,177.63,180.22,138.98,193.27,272.94,147.15,169.91,283.25,148.94,194.77,161.17,177.63,180.96,,17,968,29,17.27,
04.08.19 19:12:09,0.3,140.4,132.29,265.18,166.99,124.95,265.18,60.87,275.4,265.58,200.44,164.8,176.16,177.26,135.1,188.77,271.71,145.01,166.99,282.01,147.15,192.52,159.36,176.52,179.11,,17,968,29,17.38,
04.08.19 19:12:24,0.55,148.94,130.89,265.58,164.8,122.87,264.36,61.84,274.17,264.36,199.3,163.35,174.32,174.68,131.94,187.28,270.89,143.23,165.53,280.35,145.37,189.9,156.11,174.68,178,,17,968,29,17.45,
04.08.19 19:12:39,0.8,138.63,129.14,264.77,163.71,120.1,264.36,60.22,273.76,263.96,198.17,162.26,172.85,172.85,130.54,185.42,270.07,142.17,164.44,279.53,144.66,188.4,154.67,173.58,177.26,,17,968,29,17.52,
04.08.19 19:12:54,1.05,140.75,126.35,265.18,162.99,119.06,263.96,59.57,271.71,262.33,197.41,161.54,172.11,170.64,128.44,184.3,270.07,140.4,162.62,279.11,143.59,186.91,153.24,172.48,176.16,,17,968,29,17.57,
04.08.19 19:13:09,1.3,142.88,124.95,261.93,161.9,118.37,263.55,58.93,270.48,262.33,195.9,159.72,170.28,168.45,126.35,182.44,268.85,138.63,161.54,277.87,141.81,185.42,150.37,171.01,175.05,,17,968,29,17.61,
04.08.19 19:13:24,1.55,135.1,123.91,262.74,160.81,112.52,263.15,59.9,273.76,261.52,194.4,159,169.18,166.63,124.61,181.7,268.85,137.57,160.09,277.05,140.04,184.67,148.94,170.28,173.95,,17,968,29,17.65,
04.08.19 19:13:39,1.8,140.75,123.91,262.74,159,110.46,263.15,59.57,273.35,260.71,192.89,157.92,168.08,164.8,122.87,180.59,268.03,135.81,159,276.64,138.28,183.56,147.15,168.82,172.85,,17,968,29,17.7,
04.08.19 19:13:54,2.05,132.99,121.48,262.33,157.92,109.43,261.52,58.93,272.94,262.74,191.77,157.56,166.63,163.35,121.48,180.22,268.03,135.1,157.92,276.23,137.22,182.44,146.44,167.72,172.11,,17,968,29,17.72,
04.08.19 19:14:09,2.3,135.1,121.83,261.93,155.75,109.09,260.31,57.64,272.12,259.5,190.64,155.39,164.44,161.17,119.4,179.11,266.81,133.34,156.47,274.99,135.45,181.33,145.01,165.53,170.28,,17,968,29,17.75,
04.08.19 19:14:24,2.55,135.45,120.44,259.91,155.03,109.09,260.71,56.67,272.12,259.91,190.27,154.67,162.99,158.64,117.68,178.37,266.4,132.29,155.39,273.76,134.05,179.85,143.23,164.44,169.18,,17,968,29,17.79,
04.08.19 19:14:39,2.8,129.84,118.71,260.71,154.67,109.09,260.71,55.38,271.71,258.29,189.52,154.31,162.26,157.2,116.64,177.26,266.4,130.89,154.31,273.76,133.34,178.74,142.17,163.35,168.45,,17,968,29,17.82,
04.08.19 19:14:54,3.05,134.05,118.37,260.31,153.59,109.77,259.91,53.45,270.89,258.69,188.03,152.88,160.45,155.39,115.61,176.16,265.58,129.84,152.52,272.53,131.94,177.63,139.34,161.9,166.63,,17,968,29,17.84,
04.08.19 19:15:09,3.3,126.7,117.68,259.1,153.59,109.43,259.91,50.25,270.07,257.89,186.91,151.44,159.36,153.95,114.23,175.79,265.58,128.79,151.44,272.53,130.89,176.89,137.22,161.17,165.9,,17,968,29,17.89,
04.08.19 19:15:24,3.55,130.54,116.3,258.69,150.37,110.12,259.91,49.29,270.07,257.89,186.16,150.72,158.28,151.8,113.2,175.42,265.58,127.74,150.37,271.71,129.84,176.16,135.81,160.09,164.8,,17,968,29,17.9,
04.08.19 19:15:39,3.8,131.24,116.3,257.48,151.8,110.12,259.91,47.69,270.07,257.08,185.04,149.29,156.83,150.37,112.52,174.68,264.36,126,148.58,271.3,128.79,175.05,134.05,159,163.35,,17,968,29,17.93,
04.08.19 19:15:54,4.05,126,113.55,257.48,145.72,108.75,259.5,45.78,270.07,256.68,184.3,148.22,155.75,149.29,112.17,174.32,264.36,123.91,147.15,270.48,127.74,173.58,132.99,158.28,162.26,,17,968,29,17.95,
04.08.19 19:16:09,4.3,129.14,113.89,256.27,144.3,107.38,259.1,46.42,268.85,256.27,182.81,146.79,153.95,148.22,110.8,174.32,263.96,122.52,145.37,269.25,126.7,172.48,131.59,157.2,160.81,,17,968,29,17.97,
04.08.19 19:16:24,4.55,127.74,112.86,256.27,143.59,104.66,258.29,45.46,269.25,255.47,181.7,145.72,153.24,146.79,109.77,173.21,263.55,121.48,144.3,268.85,125.65,171.38,130.19,156.47,159.72,,17,968,29,18,
04.08.19 19:16:39,4.8,122.17,109.77,254.66,142.52,105.68,259.1,45.15,268.85,253.46,180.59,144.66,151.8,146.08,109.43,172.85,262.74,120.44,142.52,268.85,124.26,170.28,128.44,156.11,158.64,,17,968,29,18.02,
04.08.19 19:16:54,5.05,124.95,107.72,255.07,140.75,106.36,259.1,43.56,268.03,253.86,180.22,143.59,151.08,144.66,110.46,171.74,262.74,119.75,141.11,268.44,122.17,169.18,127.39,155.03,157.2,,17,968,29,18.04,
04.08.19 19:17:09,5.3,122.87,106.36,255.87,140.75,106.7,258.69,40.07,263.96,254.66,179.48,142.88,150.01,143.23,109.09,172.11,262.74,119.06,139.34,267.62,121.13,168.82,126.7,154.31,156.47,,17,968,29,18.06,
04.08.19 19:17:24,5.55,120.79,105,255.07,138.63,106.36,259.1,36.6,263.96,254.66,178.37,141.46,149.29,142.17,107.72,171.74,261.52,118.02,137.92,267.21,119.75,167.72,123.91,153.95,155.75,,17,968,29,18.07,
