"Date","Treatment","rel.resp.COUNT","rel.resp.MEAN.LENGTH"
20190807,"AHS",-0.860877004719809,-0.308275101260382
20190807,"AHS",-3.59704514245097,-1.3552310418261
20190807,"AHM",-1.88037088057032,-1.1064248524399
20190807,"AHM",-0.8216138366796,-0.448532106432992
20190807,"AHS",-2.06249385248755,-0.965917383776722
20190807,"AHS",-6.40191353137637,-2.53970662286589
20190807,"AHM",-1.71435563446321,-1.04102536895783
20190807,"AHS",-0.413402868384699,-0.411506266055772
20190807,"AHS",-1.17773136702052,-0.613913289757242
20190807,"EHM",0.377987222470236,0.206213094751115
20190807,"EHS",-3.09811950964486,-1.36147818620864
20190807,"EHM",0.643646966740137,0.328085001278595
20190807,"EHM",5.06423763380834,1.77667126234124
20190807,"EHS",-1.583059865752,-0.596207901533405
20190807,"EHM",-1.05127344022876,-0.574690101268775
20190807,"EHM",0.362631279798056,0.0939772018040048
20190807,"EHM",-1.94477506585507,-0.543434996326895
20190807,"EHS",-3.13504374188833,-1.22118833860221
20190807,"EHS",2.41931210508306,1.11753407023668
20190807,"EHS",1.68543202473242,0.722222246995885
20190807,"EHS",1.14413608455169,0.488964350767455
20190808,"AHAM",2.35716743072353,1.1058181204841
20190808,"AHAM",-0.445630127621786,-0.200214927274122
20190808,"AHAM",-0.212373106858936,-0.0803188561898915
20190808,"AHAM",-6.42236095329992,-2.63676360610972
20190808,"AHAM",-0.290725921758597,-0.503135606151762
20190808,"AHAM",0.856273004772464,0.177341678267448
20190808,"AHMM",0.143355725558797,0.040404814113705
20190808,"AHMM",-2.69702656718897,-1.0110553972325
20190808,"AHMM",-6.15999635568965,-2.45766258789337
20190808,"AHMM",4.99372053192811,2.16221946578529
20190808,"AHMM",-4.01018190340838,-1.60161094718151
20190808,"AHMM",-0.0427758056900132,0.219000743654155
20190808,"AHSM",0.806164882590874,0.384311994947535
20190808,"AHSM",1.02607611191424,0.252012872050135
20190808,"AHSM",-1.48396303881749,-0.589217911439525
20190808,"AHSM",3.65613443687256,1.16691257987525
20190808,"AHSM",-1.72663429305544,-0.732798217289155
20190808,"AHSM",-3.75539253264321,-1.54469736511435
20190808,"EHAM",-2.36215875706363,-0.900774308537367
20190808,"EHAM",-2.9107985275376,-0.903900878476007
20190808,"EHAM",-2.4372676403487,-0.932782303466287
20190808,"EHAM",-2.84899687013133,-1.09523574792239
20190808,"EHAM",3.70419751107223,0.958490114944173
20190808,"EHMM",-4.07509130013913,-1.32473228635877
20190808,"EHMM",1.69988867394723,1.12158643836573
20190808,"EHMM",-1.01026421699445,-0.630399664829207
20190808,"EHMM",-1.89947664267056,-0.752244538156747
20190808,"EHMM",-0.114218926127655,-0.274721983207777
20190808,"EHMM",0.914304099595865,0.105616988540773
20190808,"EHSM",12.4112633335176,4.16022298333527
20190808,"EHSM",3.59008138858171,1.09333814293007
20190808,"EHSM",0.546794549379585,-0.233420899686752
20190808,"EHSM",0.113073935325975,-0.019797520744762
20190808,"EHSM",1.88714196309009,0.642664878929278
20190808,"EHSM",5.08634146611734,1.39408710129796
20190811,"AHAM",-5.91339090846515,-2.44095529895719
20190811,"AHAM",1.21747135161288,0.291139187698848
20190811,"AHAM",1.47688428072847,0.745139086930278
20190811,"AHAM",-3.14652817746034,-1.30437928125847
20190811,"AHAM",-2.668226929396,-1.05176799843391
20190811,"AHAM",1.8479631211844,0.601544993989208
20190811,"AHMM",0.363238868018357,0.215881236000013
20190811,"AHMM",0.561039223917497,0.554340663390853
20190811,"AHMM",-0.752201154252963,-0.185966792178597
20190811,"AHMM",1.13973997173891,0.651079083991263
20190811,"AHMM",0.198426229357957,-0.0184298378381067
20190811,"AHMM",1.81729441064905,0.607155432136223
20190811,"AHSM",-2.18356634070393,-0.801580542877089
20190811,"AHSM",-3.33315182689363,-0.959870647054168
20190811,"AHSM",-0.410923036099804,-0.0400752090954786
20190811,"AHSM",-3.56470386273011,-1.3029391030072
20190811,"AHSM",-3.60755285520082,-1.26748619525956
20190811,"AHSM",-2.43189758053735,-1.09058658497366
20190811,"EHAM",-0.397551824410134,-0.274073305069403
20190811,"EHAM",0.264064795303566,0.412874600361907
20190811,"EHAM",0.266147421032606,0.211205610615197
20190811,"EHAM",1.73421632150146,0.632386918786267
20190811,"EHAM",3.68871621766808,1.43337746133305
20190811,"EHAM",3.19266623725638,1.23594295696915
20190811,"EHMM",-2.1388918129685,-0.726732750721772
20190811,"EHMM",-2.98100839960024,-1.32682710741962
20190811,"EHMM",-1.26295692951141,-0.320728617562252
20190811,"EHMM",-1.75917354065247,-0.406831987558382
20190811,"EHMM",2.29165596658829,0.767105439775378
20190811,"EHMM",2.86720328288042,1.01367791615278
20190811,"EHSM",-1.68664184476444,-1.0872080243542
20190811,"EHSM",1.07246660869452,-0.0748201373295339
20190811,"EHSM",1.84394105045935,0.245048381385706
20190811,"EHSM",-0.371580879760705,-0.305327624755524
20190811,"EHSM",0.469167923577254,0.217576300243536
20190811,"EHSM",-0.0646701200937247,-0.174531788856264
20190814,"AHAM",2.19278811602763,1.1139782228989
20190814,"AHAM",0.921171405727605,0.325737707657453
20190814,"AHAM",1.93264754327138,0.739724416208793
20190814,"AHAM",0.805829670040595,0.204563695223873
20190814,"AHAM",0.168014319810825,-0.0570400143248269
20190814,"AHAM",-0.898694885671315,-0.0857983493835368
20190814,"AHMM",2.68432306856002,0.733642070632203
20190814,"AHMM",-1.85909041768282,-0.738428014972827
20190814,"AHMM",0.615311329320378,0.0300728268236932
20190814,"AHMM",1.06126021794087,0.698085907978723
20190814,"AHMM",-3.64461982160921,-1.3766086411868
20190814,"AHSM",0.813398212223772,0.900450199321495
20190814,"AHSM",-3.36864847103346,-1.07085046868645
20190814,"AHSM",1.88002088771122,0.933902047829265
20190814,"AHSM",0.590403511076541,0.570355648162525
20190814,"AHSM",-1.49174896302767,-0.0676921825224452
20190814,"AHSM",-0.210007378318118,-0.00431299259557516
20190814,"EHAM",0.524446967073155,0.0199939978578585
20190814,"EHAM",3.28245580018889,1.5589223415464
20190814,"EHAM",1.12690368709438,-0.000553488572201832
20190814,"EHAM",-4.18503046398819,-1.85142247204699
20190814,"EHAM",-1.47140188968252,-0.476827357421842
20190814,"EHAM",-3.48080200782783,-1.90167114557306
20190814,"EHMM",-2.11937076867077,-0.619457881961102
20190814,"EHMM",-1.98398074430902,-0.627679217696622
20190814,"EHMM",-1.13940191541051,-0.127700188095112
20190814,"EHMM",0.215013694176536,0.138900093028298
20190814,"EHMM",-4.88731144672127,-1.800293199472
20190814,"EHMM",1.37937647217504,0.177695886747608
20190814,"EHSM",3.38048061927176,1.272730900576
20190814,"EHSM",-1.2200911511758,-0.427822113170738
20190814,"EHSM",1.05351690214881,0.472749337334162
20190814,"EHSM",1.0129612813444,-0.0789268919248283
20190814,"EHSM",-2.09880311515449,-0.972928680644858
20190814,"EHSM",-0.692535663523066,-0.263967585632738
