"Sample.ID","TA","Mass"
"20190729_7",2029.2685243908,59.7982
"20190729_8",2025.64095842909,59.7753
"20190729_9",2021.82683849016,59.0982
"20190729_13",2035.64728120301,59.0679
"20190729_22",2030.85471441084,59.847
"20190729_23",2035.89901827184,59.9472
"20190729_28",2033.28842315308,59.2426
"20190729_31",2033.69402301666,59.3649
"20190729_34",2032.78647834374,59.755
