sample,mass,salinity,Sample.ID,Type, Notes
20190729_7,59.7982,29.21,7,tank,
20190729_8,59.7753,29.19,8,tank,
20190729_9,59.0982,29.17,9,tank,
20190729_13,59.0679,29.19,13,tank,
20190729_22,59.847,29.14,22,tank,
20190729_23,59.9472,29.15,23,tank,
20190729_28,59.2426,29.19,28,tank,
20190729_31,59.3649,29.16,31,tank,
20190729_34,59.755,29.16,34,tank,
