"Sample.ID","TA","Mass"
"20190812_9",2086.05357020634,59.9121
"20190812_62",2132.4808819234,59.7788
"20190812_64",2080.78833019294,59.7335
"20190812_10",2068.44398827025,59.7117
"20190812_60",2125.01816509889,59.7784
"20190812_7",2085.57601750496,59.6137
"20190812_28",2083.7218424391,59.6787
"20190812_56",2136.92069015803,59.6583
"20190812_30",2125.55480968999,59.8671
