sample,mass,salinity,Sample.ID,Type, Notes
20190812_9,59.9121,29.28,9,tank,
20190812_62,59.7788,29.26,62,tank,
20190812_64,59.7335,29.32,64,tank,
20190812_10,59.7117,29.26,10,tank,
20190812_60,59.7784,29.28,60,tank,
20190812_7,59.6137,29.32,7,tank,
20190812_28,59.6787,29.25,28,tank,
20190812_56,59.6583,29.27,56,tank,
20190812_30,59.8671,29.28,30,tank,
