sample,mass,salinity,Sample.ID,Type, Notes
20190812_50,59.7595,29.28,50,tank,
20190812_54,59.6084,29.28,54,tank,
20190812_11,59.7834,29.29,11,tank,
20190812_58,59.9462,29.34,58,tank,
20190812_6,59.8403,29.29,6,tank,
20190812_47,59.3005,29.24,47,tank,
20190812_39,59.6595,29.28,39,tank,
20190812_8,59.7578,29.32,8,tank,
