sample,mass,salinity,Sample.ID,Type, Notes
20190807_6,59.6875,29.05,6,tank,
20190807_7,59.7194,29.08,7,tank,
20190807_9,59.7802,29.1,9,tank,
20190807_16,59.1904,29.04,16,tank,
20190807_22,59.2401,29.06,22,tank,
20190807_23,59.8506,29.08,23,tank,
20190807_29,59.8543,29.05,29,tank,
20190807_31,59.7389,29.06,31,tank,
20190807_36,59.8418,29.06,36,tank,
