sample,mass,salinity,Sample.ID,Type, Notes
20190726_6,59.7753,29.16,6,tank,
20190726_3,59.6505,29.08,3,tank,
20190726_15,59.5563,29.2,15,tank,
20190726_2,59.5966,29.17,2,tank,
20190726_19,59.8751,29.19,19,tank,
20190726_13,59.5967,29.21,13,tank,
20190726_33,59.6641,29.16,33,tank,
20190726_29,59.2046,29.18,29,tank,
20190726_26,59.9839,29.19,26,tank,
