sample,mass,salinity,Sample.ID,Type, Notes
20190714_10,59.7506,29.17,10,tank,
20190714_11,59.7546,29.16,11,tank,
20190714_12,59.629,29.07,12,tank,
20190714_13,59.8139,29.19,13,tank,
20190714_14,59.8451,29.18,14,tank,
20190714_15,59.0746,29.18,15,tank,
20190714_16,59.3935,29.16,16,tank,
20190714_17,59.5272,29.18,17,tank,
20190714_18,59.6131,29.18,18,tank,
