sample,mass,salinity,Sample.ID,Type, Notes
20190714_1,59.5504,29.07,1,tank,
20190714_2,59.9103,29.12,2,tank,
20190714_3,59.4817,29.09,3,tank,
20190714_4,59.5551,29.11,4,tank,
20190714_5,59.7487,29.14,5,tank,
20190714_6,59.0219,29.13,6,tank,
20190714_7,59.6526,29.15,7,tank,
20190714_8,59.3041,29.18,8,tank,
20190714_9,59.3512,29.18,9,tank,
