sample,mass,salinity,Sample.ID,Type, Notes
20190714_19,59.1519,29.17,19,tank,
20190714_20,59.8411,29.18,20,tank,
20190714_21,59.6586,29.18,21,tank,
20190714_22,59.9491,29.16,22,tank,
20190714_23,59.5684,29.2,23,tank,
20190714_24,59.3123,29.19,24,tank,
20190714_25,59.8002,29.16,25,tank,
20190714_26,59.4996,29.18,26,tank,
20190714_27,59.3279,29.18,27,tank,
