sample,mass,salinity,Sample.ID,Type, Notes
20190728_19,59.9343,29.14,19,tank,
20190728_20,59.5911,29.14,20,tank,
20190728_24,59.9075,29.11,24,tank,
20190728_6,59.5483,29.16,6,tank,
20190728_12,59.6831,29.12,12,tank,
20190728_25,59.6482,29.15,25,tank,
20190728_27,59.9148,29.11,27,tank,
20190728_10,59.8332,29.14,10,tank,
20190728_26,59.9397,29.09,26,tank,
