mVTris,TTris
-79.9,13.85
-79.6,14.354
-78.5,15.168
-77.9,15.654
-77.1,16.247
-75.7,17.262
-75.3,17.777
-74.8,18
-74.2,18.541
-73.8,18.803
-73.6,19.013
