mVTris,TTris
-83.8,11.44
-83.2,12.15
-82.5,12.24
-82,12.92
-80.9,13.88
-80.1,14.52
-79,15.16
-78.2,15.42
-77.9,16.35
-76.7,16.89
-76,17.47
