mVTris,TTris
-83.4,11.59
-81.7,13.16
-80.9,13.51
-80,14.2
-78.6,15.07
-77.7,15.93
-77.1,16.39
-76.2,17.22
-75.5,17.78
-74.9,18.87
-74,19.21
-73.4,19.33
