mVTris,TTris
-81,12.984
-80.4,13.503
-80,13.852
-79.4,14.336
-78.8,14.848
-78.4,15.132
-78.1,15.438
-77.7,15.798
-77,16.372
-76.5,16.768
-76,17.213
-75.5,17.694
-75.1,18.04
