mVTris,TTris
-83.5,10.99
-83.2,11.22
-82.4,12.11
-82.1,12.52
-81.5,13.07
-80.6,13.88
-79.8,14.54
-79.1,14.85
-78.2,15.41
-77.3,16.68
-76.1,17.28
-75.3,18.2
-74.4,18.8
-73.5,19.33
-73,19.97
