mVTris,TTris
-83.4,10.87
-83.1,11.18
-82.9,11.59
-82.7,11.75
-82.2,12.04
-82,12.22
-81.7,12.42
-81.4,12.62
-81.2,12.8
-80.6,13.44
-80.1,13.76
-79.9,14.01
-79.6,14.11
-78.9,14.71
-78.3,15.44
-77.7,15.78
-77.5,15.97
-76.9,16.22
-76.6,16.45
-76.4,16.92
-75.8,17.32
-75.6,17.59
-74.9,17.97
-74.6,18.22
