mVTris,TTris
-81.7,12.426
-81.3,12.8777
-80.6,13.4351
-80.3,13.7707
-80.1,13.9094
-78.8,14.9375
-78.4,15.3001
-77.9,15.7251
-77.6,16.0943
-76.9,16.5478
-76.5,16.9494
-76.2,17.224
-75.8,17.5502
