mVTris,TTris
-84.3,11.04
-83.9,11.31
-83.3,11.63
-83,11.94
-82.5,12.23
-82.1,12.55
-81.8,12.78
-81.4,13.02
-81.2,13.22
-79.8,14.24
-79.7,14.85
-78.3,15.72
-77.7,16.24
-77.3,16.7
-76.7,17.04
-76.1,17.38
-75.9,17.61
-75.7,17.82
-75.5,18.11
