sample,mass,salinity,Sample.ID,Type, Notes
20190801_6,59.9406,29.16,6,tank,
20190801_10,59.8813,29.19,10,tank,
20190801_12,59.6652,29.16,12,tank,
20190801_20,59.9116,29.14,20,tank,
20190801_23,59.849,29.18,23,tank,
20190801_24,59.4034,29.18,24,tank,
20190801_25,59.9073,29.15,25,tank,
20190801_27,59.2973,29.15,27,tank,
20190801_31,59.8394,29.17,31,tank,
