sample,mass,salinity,Sample.ID,Type, Notes
20190801_JUNK,59.2123,28,JUNK,JUNK,
20190801_CRM1,59.0328,33.623,CRM1,CRM,Bottle #180-0586; TA = 2224.47
20190801_CRM2,59.0602,33.623,CRM2,CRM,Bottle #180-0586; TA = 2224.47
