"Treatment","mean.Salinity","sem.Salinity","mean.Temperature","sem.Temperature","mean.pH","sem.pH","mean.CO2","sem.CO2","mean.pCO2","sem.pCO2","mean.HCO3","sem.HCO3","mean.CO3","sem.CO3","mean.DIC","sem.DIC","mean.TA","sem.TA","mean.Aragonite.Sat","sem.Aragonite.Sat"
"tank.Ambient",29.1566666666667,0.0218581284143399,17.9,0.0305505046330394,7.84666089557848,0.0022692755767041,22.3291783078413,0.153281659974757,631.055502281694,3.81752584157637,1819.51750942754,1.62858111635842,91.9766143942299,0.532450491782314,1933.82330212961,1.24953823849724,2046.624583,0.29763801421189,1.45585085401274,0.00849565606104206
"tank.Moderate",29.13,0.0115470053837923,18.0466666666667,0.0176383420737636,7.2261734215931,0.00126244991816455,101.112618828048,0.185213790657205,2869.37030744645,6.50456096893919,1980.17874642929,1.6582951992139,24.1013266627459,0.0772330081666744,2105.39269192008,1.57019213095272,2039.655476,1.83408963885695,0.381741439004649,0.00120496529209296
"tank.Severe",29.1233333333333,0.00881917103688223,17.9466666666667,0.0272845092395748,7.06075756378579,0.000959628377974826,150.387180202017,0.479528256283848,4255.21129574784,10.0442991809523,2007.68510163038,1.1751207612522,16.6301456811285,0.0534986135809291,2174.70242751353,1.47762402654837,2048.62993233333,1.13855785636463,0.26330555674198,0.000867075633264624
