sample,mass,salinity,Sample.ID,Type, Notes
20190803_JUNK,59.7799,28,JUNK,JUNK,
20190803_CRM1,59.0662,33.623,CRM1,CRM,Bottle #180-0586; TA = 2224.47
20190803_CRM2,59.8077,33.623,CRM2,CRM,NEW Bottle #180-0764; TA = 2224.47
