sample,mass,salinity,Sample.ID,Type, Notes
20190803_2,59.6042,28.89,2,tank,
20190803_5,59.7784,28.84,5,tank,
20190803_7,59.654,28.84,7,tank,
20190803_18,59.5477,28.91,18,tank,
20190803_19,59.3398,28.86,19,tank,
20190803_22,59.8639,28.81,22,tank,
20190803_26,59.966,28.88,26,tank,
20190803_28,59.8909,28.84,28,tank,
20190803_34,59.302,28.87,34,tank,
