sample,mass,salinity,Sample.ID,Type, Notes
20190811_24,59.7368,29.27,24,tank,
20190811_33,59.7814,29.23,33,tank,
20190811_27,59.671,29.31,27,tank,
20190811_5,59.8258,29.2,5,tank,
20190811_17,59.441,29.25,17,tank,
20190811_12,59.3976,29.25,12,tank,
